Site,Transect,Subsection,Stage,Soil Type,Horizon,Horizon Depth (cm),Rock-adjusted Volume (cm3),Coarse weight (g dry coarse),Soil Wt (g dry soil),Soil Bulk Density (g cm3),Coarse material density (g coarse cm3),Soil C(%),Soil N(%),g dry soil (m-2),Soil C (g C m-2),Coarse C (g C m-2),Soil & Coarse (g C m-2),Soil N (g N m-2),Coarse N (g N m-2),Soil & Coarse (g N m-2),C check,CN
BD69,6,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BD69,6,20,Mid,1_OM,4_Total,2.50,96.21,0.88,21.75,0.226,0.009,35.17,1.54,5651.54,1987.71,113.97,2101.69,87.23,0.57,87.80,1987.71,23.94
BD69,6,20,Mid,1_OM,5_Total OM,6.00,1496.21,0.88,42.38,0.028,0.001,36.22,1.50,6167.29,2233.76,113.97,2347.73,92.48,0.57,93.05,2233.76,25.23
BD69,6,20,Mid,2_MS,1_0-5,5.00,177.74,0.00,144.57,0.813,0.000,2.31,0.13,40668.42,940.87,0.00,940.87,51.47,0.00,51.47,940.87,18.28
BD69,6,20,Mid,2_MS,2_5-10,5.00,184.02,0.00,428.54,1.011,0.003,0.80,0.06,50562.08,405.00,77.04,482.04,29.83,0.39,30.22,405.00,15.95
BD69,6,20,Mid,2_MS,4_Total,10.00,361.76,0.00,573.11,1.584,0.000,1.48,0.09,91230.50,1345.88,77.04,1422.92,81.30,0.39,81.69,2337.12,17.42
BD69,6,20,Mid,3_Soil,6_Tot OM MS,16.00,1857.97,0.88,615.49,,,,,97397.80,3579.63,191.01,3770.65,173.78,0.96,174.73,4570.88,21.58
BD69,6,40,Mid,1_OM,0_Litter,2.00,800.00,,14.27,0.018,,48.65,1.00,356.75,173.56,0.00,173.56,3.56,0.00,3.56,173.56,48.75
BD69,6,40,Mid,1_OM,1_0-5,2.50,96.21,0.00,15.48,0.161,0.000,31.96,1.38,4022.73,1285.56,0.00,1285.56,55.32,0.00,55.32,1285.56,23.24
BD69,6,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BD69,6,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BD69,6,40,Mid,1_OM,4_Total,2.50,96.21,0.00,15.48,0.161,0.000,31.96,1.38,4022.73,1285.56,0.00,1285.56,55.32,0.00,55.32,1285.56,23.24
BD69,6,40,Mid,1_OM,5_Total OM,4.50,896.21,0.00,29.75,0.033,0.000,33.32,1.34,4379.48,1459.12,0.00,1459.12,58.88,0.00,58.88,1459.12,24.78
BD69,6,40,Mid,2_MS,1_0-5,5.00,192.42,0.40,103.52,0.538,0.002,4.78,0.21,26900.26,1286.46,51.98,1338.44,56.64,0.26,56.90,1286.46,23.52
BD69,6,40,Mid,2_MS,2_5-10,5.00,183.02,0.56,185.08,1.011,0.003,1.58,0.09,50562.08,799.39,77.04,876.43,43.48,0.39,43.87,799.39,19.98
BD69,6,40,Mid,2_MS,4_Total,10.00,375.45,0.96,288.60,0.769,0.003,2.69,0.13,77462.35,2085.85,129.02,2214.87,100.13,0.65,100.77,2069.90,21.98
BD69,6,40,Mid,3_Soil,6_Tot OM MS,14.50,1271.66,0.96,318.36,,,,,81841.83,3544.97,129.02,3673.98,159.01,0.65,159.65,3529.01,23.01
BD69,6,60,Mid,1_OM,0_Litter,5.00,2000.00,,29.53,0.015,,48.56,1.32,738.25,358.52,0.00,358.52,9.73,0.00,9.73,358.52,36.85
BD69,6,60,Mid,1_OM,1_0-5,5.00,192.42,1.08,29.87,0.155,0.006,41.34,1.93,7762.39,3208.89,140.43,3349.32,150.16,0.70,150.86,3208.89,22.20
BD69,6,60,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BD69,6,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BD69,6,60,Mid,1_OM,4_Total,5.00,192.42,1.08,29.87,0.155,0.006,41.34,1.93,7762.39,3208.89,140.43,3349.32,150.16,0.70,150.86,3208.89,22.20
BD69,6,60,Mid,1_OM,5_Total OM,10.00,2192.42,1.08,59.40,0.027,0.000,41.97,1.88,8500.64,3567.42,140.43,3707.85,159.89,0.70,160.59,3567.42,23.09
BD69,6,60,Mid,2_MS,1_0-5,5.00,192.42,0.02,22.46,0.117,0.000,17.81,0.94,5835.05,1039.42,3.12,1042.54,55.03,0.02,55.05,1039.42,18.94
BD69,6,60,Mid,2_MS,2_5-10,5.00,,,,1.672,0.002,1.04,0.07,83589.56,866.03,38.41,904.44,56.09,0.19,56.28,,16.07
BD69,6,60,Mid,2_MS,4_Total,10.00,192.42,0.02,22.46,0.117,0.000,2.13,0.12,89424.62,1905.45,41.53,1946.98,111.12,0.21,111.33,,17.49
BD69,6,60,Mid,3_Soil,6_Tot OM MS,20.00,2384.85,1.10,81.86,,,,,97925.26,5472.86,181.96,5654.83,271.01,0.91,271.92,3567.42,20.80
BD69,6,80,Mid,1_OM,0_Litter,4.00,1600.00,,24.43,0.015,,48.55,1.42,610.75,296.51,0.00,296.51,8.69,0.00,8.69,296.51,34.12
BD69,6,80,Mid,1_OM,1_0-5,5.00,192.42,4.41,27.62,0.144,0.023,45.81,1.41,7175.85,3286.99,572.85,3859.84,101.20,2.86,104.07,3286.99,37.09
BD69,6,80,Mid,1_OM,2_5-10,3.00,115.45,0.00,25.92,0.224,0.000,21.03,1.17,6734.45,1416.43,0.00,1416.43,78.94,0.00,78.94,1416.43,17.94
BD69,6,80,Mid,1_OM,3_10+,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BD69,6,80,Mid,1_OM,4_Total,8.00,307.88,4.41,53.53,0.174,0.014,33.81,1.30,13910.31,4703.43,572.85,5276.28,180.14,2.86,183.00,4703.43,28.83
BD69,6,80,Mid,1_OM,5_Total OM,12.00,1907.88,4.41,77.96,0.041,0.002,34.43,1.30,14521.06,4999.94,572.85,5572.79,188.83,2.86,191.69,4999.94,29.07
BD69,6,80,Mid,2_MS,1_0-5,5.00,,,,0.479,0.001,4.95,0.24,23928.86,1183.37,14.17,1197.54,58.12,0.07,58.19,,20.58
BD69,6,80,Mid,2_MS,2_5-10,5.00,,,,1.672,0.002,1.04,0.07,83589.56,866.03,38.41,904.44,56.09,0.19,56.28,,16.07
BD69,6,80,Mid,2_MS,4_Total,10.00,0.00,0.00,0.00,,,,,107518.43,2049.40,52.58,2101.98,114.21,0.26,114.47,,18.36
BD69,6,80,Mid,3_Soil,6_Tot OM MS,22.00,1907.88,4.41,77.96,,,,,122039.48,7049.34,625.43,7674.77,303.04,3.13,306.16,4999.94,25.07
BD69,6,100,Mid,1_OM,0_Litter,4.00,1600.00,,20.01,0.013,,49.26,1.37,500.25,246.43,0.00,246.43,6.86,0.00,6.86,246.43,35.93
BD69,6,100,Mid,1_OM,1_0-5,5.00,190.42,0.00,26.40,0.139,0.000,29.42,1.37,6930.93,2039.30,0.00,2039.30,94.80,0.00,94.80,2039.30,21.51
BD69,6,100,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BD69,6,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BD69,6,100,Mid,1_OM,4_Total,5.00,190.42,0.00,26.40,0.139,0.000,29.42,1.37,6930.93,2039.30,0.00,2039.30,94.80,0.00,94.80,2039.30,21.51
BD69,6,100,Mid,1_OM,5_Total OM,9.00,1790.42,0.00,46.41,0.026,0.000,30.76,1.37,7431.18,2285.73,0.00,2285.73,101.66,0.00,101.66,2285.73,22.48
BD69,6,100,Mid,2_MS,1_0-5,5.00,185.76,0.00,87.59,0.472,0.000,6.22,0.29,23576.96,1466.72,0.00,1466.72,69.32,0.00,69.32,1466.72,21.16
BD69,6,100,Mid,2_MS,2_5-10,5.00,,,,1.672,0.002,1.04,0.07,83589.56,866.03,38.41,904.44,56.09,0.19,56.28,,16.07
BD69,6,100,Mid,2_MS,4_Total,10.00,185.76,0.00,87.59,0.472,0.000,2.18,0.12,107166.53,2332.75,38.41,2371.16,125.41,0.19,125.60,,18.88
BD69,6,100,Mid,3_Soil,6_Tot OM MS,19.00,1976.18,0.00,134.00,,,,,114597.71,4618.48,38.41,4656.90,227.07,0.19,227.26,2285.73,20.49
BF81,1,20,Mid,1_OM,0_Litter,0.50,200.00,,1.810,0.009,,48.29,1.11,9050.00,21.85,0.00,21.85,0.50,0.00,0.50,21.85,43.51
BF81,1,20,Mid,1_OM,1_0-5,5.00,192.42,0.00,49.75,0.259,0.000,29.25,1.30,12927.89,3781.16,0.00,3781.16,167.70,0.00,167.70,3781.16,22.55
BF81,1,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,20,Mid,1_OM,4_Total,5.00,192.42,0.00,49.75,0.259,0.000,29.25,1.30,12927.89,3781.16,0.00,3781.16,167.70,0.00,167.70,3781.16,22.55
BF81,1,20,Mid,1_OM,5_Total OM,5.50,392.42,0.00,51.56,0.131,0.000,17.30,0.77,21977.89,3803.01,0.00,3803.01,168.20,0.00,168.20,3803.01,22.61
BF81,1,20,Mid,2_MS,1_0-5,5.00,191.42,3.77,124.69,0.651,0.020,6.56,0.27,32568.05,2137.93,492.76,2630.70,87.75,2.46,90.21,2137.93,29.16
BF81,1,20,Mid,2_MS,2_5-10,5.00,,,,0.729,0.000,5.82,0.28,36452.45,2122.50,7.28,2129.79,103.40,0.04,103.44,,20.59
BF81,1,20,Mid,2_MS,4_Total,10.00,191.42,3.77,124.69,0.651,0.020,6.17,0.28,69020.50,4260.44,500.05,4760.48,191.15,2.50,193.65,,24.58
BF81,1,20,Mid,3_Soil,6_Tot OM MS,15.50,583.85,3.77,176.25,,,,,90998.39,8063.45,500.05,8563.49,359.35,2.50,361.85,3803.01,23.67
BF81,1,40,Mid,1_OM,0_Litter,0.50,200.00,,1.110,0.006,,49.02,1.08,5550.00,13.60,0.00,13.60,0.30,0.00,0.30,13.60,45.47
BF81,1,40,Mid,1_OM,1_0-5,5.00,192.42,1.80,23.92,0.124,0.009,33.77,1.37,6214.93,2099.04,234.04,2333.07,84.88,1.17,86.05,2099.04,27.11
BF81,1,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,40,Mid,1_OM,4_Total,5.00,192.42,1.80,23.92,0.124,0.009,33.77,1.37,6214.93,2099.04,234.04,2333.07,84.88,1.17,86.05,2099.04,27.11
BF81,1,40,Mid,1_OM,5_Total OM,5.50,392.42,1.80,25.03,0.064,0.005,17.96,0.72,11764.93,2112.64,234.04,2346.67,85.18,1.17,86.35,2112.64,27.18
BF81,1,40,Mid,2_MS,1_0-5,5.00,192.42,2.52,129.76,0.674,0.013,5.60,0.21,33716.91,1887.65,326.89,2214.54,71.73,1.63,73.37,1887.65,30.18
BF81,1,40,Mid,2_MS,2_5-10,5.00,,,,0.729,0.000,5.82,0.28,36452.45,2122.50,7.28,2129.79,103.40,0.04,103.44,,20.59
BF81,1,40,Mid,2_MS,4_Total,10.00,192.42,2.52,129.76,0.674,0.013,5.71,0.25,70169.36,4010.15,334.17,4344.33,175.13,1.67,176.80,,24.57
BF81,1,40,Mid,3_Soil,6_Tot OM MS,15.50,584.85,4.32,154.79,,,,,81934.29,6122.79,568.21,6691.00,260.31,2.84,263.15,2112.64,25.43
BF81,1,60,Mid,1_OM,0_Litter,0.50,200.00,,3.040,0.015,,47.32,1.26,15200.00,35.96,0.00,35.96,0.96,0.00,0.96,35.96,37.64
BF81,1,60,Mid,1_OM,1_0-5,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,60,Mid,1_OM,2_5-10,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,60,Mid,1_OM,3_10+,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,60,Mid,1_OM,4_Total,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,60,Mid,1_OM,5_Total OM,0.50,200.00,0.00,3.04,0.015,0.000,0.24,0.01,15200.00,35.96,0.00,35.96,0.96,0.00,0.96,35.96,37.64
BF81,1,60,Mid,2_MS,1_0-5,5.00,192.42,0.17,42.23,0.219,0.001,17.07,0.74,10973.32,1872.93,21.73,1894.66,81.20,0.11,81.31,1872.93,23.30
BF81,1,60,Mid,2_MS,2_5-10,5.00,189.09,0.00,186.89,0.988,0.000,3.52,0.20,49419.67,1741.55,0.00,1741.55,96.37,0.00,96.37,1741.55,18.07
BF81,1,60,Mid,2_MS,4_Total,10.00,381.51,0.17,229.12,0.601,0.000,5.98,0.29,60392.99,3614.48,21.73,3636.21,177.57,0.11,177.68,3594.37,20.46
BF81,1,60,Mid,3_Soil,6_Tot OM MS,10.50,581.51,0.17,232.16,,,,,75592.99,3650.44,21.73,3672.17,178.53,0.11,178.63,3630.33,20.56
BF81,1,80,Mid,1_OM,0_Litter,1.00,400.00,,6.120,0.015,,48.65,1.04,61200.00,74.44,0.00,74.44,1.59,0.00,1.59,74.44,46.74
BF81,1,80,Mid,1_OM,1_0-5,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,80,Mid,1_OM,2_5-10,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,80,Mid,1_OM,3_10+,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,80,Mid,1_OM,4_Total,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,80,Mid,1_OM,5_Total OM,1.00,400.00,0.00,6.12,0.015,0.000,0.12,0.00,61200.00,74.44,0.00,74.44,1.59,0.00,1.59,74.44,46.74
BF81,1,80,Mid,2_MS,1_0-5,5.00,192.42,0.19,24.24,0.126,0.001,19.56,0.80,6298.83,1232.18,24.41,1256.59,50.45,0.12,50.58,1232.18,24.85
BF81,1,80,Mid,2_MS,2_5-10,5.00,192.42,0.17,71.13,0.370,0.001,14.19,0.56,18483.45,2622.62,21.72,2644.34,102.77,0.11,102.88,2622.62,25.70
BF81,1,80,Mid,2_MS,4_Total,10.00,384.85,0.36,95.37,0.248,0.001,15.55,0.62,24782.28,3854.79,46.14,3900.93,153.22,0.23,153.45,3854.79,25.42
BF81,1,80,Mid,3_Soil,6_Tot OM MS,11.00,784.85,0.36,101.49,,,,,85982.28,3929.23,46.14,3975.37,154.81,0.23,155.05,3929.23,25.64
BF81,1,100,Mid,1_OM,0_Litter,0.50,200.00,,2.230,0.011,,47.87,1.01,11150.00,26.69,0.00,26.69,0.56,0.00,0.56,26.69,47.59
BF81,1,100,Mid,1_OM,1_0-5,5.00,192.42,0.00,23.11,0.120,0.000,38.66,1.70,6004.10,2321.33,0.00,2321.33,102.02,0.00,102.02,2321.33,22.75
BF81,1,100,Mid,1_OM,2_5-10,1.00,38.48,0.00,11.06,0.287,0.000,22.31,1.02,2874.80,641.26,0.00,641.26,29.20,0.00,29.20,641.26,21.96
BF81,1,100,Mid,1_OM,3_10+,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,1,100,Mid,1_OM,4_Total,6.00,230.91,0.00,34.17,0.148,0.000,33.37,1.48,8878.90,2962.59,0.00,2962.59,131.22,0.00,131.22,2962.59,22.58
BF81,1,100,Mid,1_OM,5_Total OM,6.50,430.91,0.00,36.40,0.084,0.000,14.92,0.66,20028.90,2989.28,0.00,2989.28,131.78,0.00,131.78,2989.28,22.68
BF81,1,100,Mid,2_MS,1_0-5,5.00,192.42,0.34,121.76,0.633,0.002,7.25,0.46,31637.76,2295.00,44.51,2339.52,145.53,0.22,145.76,2295.00,16.05
BF81,1,100,Mid,2_MS,2_5-10,5.00,192.42,0.00,160.40,0.834,0.000,4.84,0.27,41678.86,2016.42,0.00,2016.42,111.70,0.00,111.70,2016.42,18.05
BF81,1,100,Mid,2_MS,4_Total,10.00,384.85,0.34,282.16,0.733,0.001,5.88,0.35,73316.62,4311.43,44.51,4355.94,257.23,0.22,257.46,4311.43,16.92
BF81,1,100,Mid,3_Soil,6_Tot OM MS,16.50,815.75,0.34,318.56,,,,,93345.52,7300.71,44.51,7345.22,389.01,0.22,389.24,7300.71,18.87
BF81,2,20,Mid,1_OM,0_Litter,3.00,1200.00,,8.310,0.007,,48.09,0.97,249300.00,99.90,0.00,99.90,2.00,0.00,2.00,99.90,49.83
BF81,2,20,Mid,1_OM,1_0-5,5.00,192.42,0.00,15.66,0.081,0.000,37.12,1.42,4069.69,1510.83,0.00,1510.83,57.87,0.00,57.87,1510.83,26.11
BF81,2,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,2,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
BF81,2,20,Mid,1_OM,4_Total,5.00,192.42,0.00,15.66,0.081,0.000,37.12,1.42,4069.69,1510.83,0.00,1510.83,57.87,0.00,57.87,1510.83,26.11
BF81,2,20,Mid,1_OM,5_Total OM,8.00,1392.42,0.00,23.97,0.017,0.000,0.64,0.02,253369.69,1610.73,0.00,1610.73,59.88,0.00,59.88,1610.73,26.90
BF81,2,20,Mid,2_MS,1_0-5,5.00,192.42,0.20,95.15,0.494,0.001,6.76,0.28,24724.97,1672.04,26.24,1698.29,69.81,0.13,69.94,1672.04,24.28
BF81,2,20,Mid,2_MS,2_5-10,5.00,192.42,0.00,173.50,0.902,0.000,2.31,0.12,45082.59,1040.30,0.00,1040.30,55.65,0.00,55.65,1040.30,18.69
BF81,2,20,Mid,2_MS,4_Total,10.00,384.85,0.20,268.65,0.698,0.001,3.89,0.18,69807.56,2712.34,26.24,2738.59,125.45,0.13,125.58,2712.34,21.81
BF81,2,20,Mid,3_Soil,6_Tot OM MS,18.00,1777.27,0.20,292.62,,,,,323177.25,4323.07,26.24,4349.31,185.33,0.13,185.46,4323.07,23.45
BF81,2,40,Mid,1_OM,0_Litter,3.00,1200.00,,9.530,0.008,,48.18,1.06,285900.00,114.79,0.00,114.79,2.53,0.00,2.53,114.79,45.41
