Site,Transect,Subsection,Stage,Soil Type,Horizon,Horizon Depth (cm),Rock-adjusted Volume (cm3),Coarse weight (g dry coarse),Soil Wt (g dry soil),Soil Bulk Density (g cm3),Coarse material density (g coarse cm3),Soil C(%),Soil N(%),g dry soil (m-2),Soil C (g C m-2),Coarse C (g C m-2),Soil & Coarse (g C m-2),Soil N (g N m-2),Coarse N (g N m-2),Soil & Coarse (g N m-2),C check,CN
TR90,1,100,Mid,3_Soil,6_Tot OM MS,20.00,769.69,0.92,336.16,,,,,87348.43,12294.91,119.80,12414.71,540.45,0.60,541.05,12294.91,22.95
TR90,2,20,Mid,1_OM,0_Litter,0.50,200.00,,1.990,0.010,,45.85,1.10,49.75,22.81,0.00,22.81,0.55,0.00,0.55,22.81,41.57
TR90,2,20,Mid,1_OM,1_0-5,5.00,192.42,0.17,14.93,0.078,0.001,38.71,1.34,3880.56,1502.24,22.60,1524.84,52.00,0.11,52.11,1502.24,29.26
TR90,2,20,Mid,1_OM,2_5-10,5.00,192.42,0.35,28.27,0.147,0.002,33.26,1.07,7345.14,2442.85,45.14,2487.98,78.23,0.23,78.45,2442.85,31.71
TR90,2,20,Mid,1_OM,3_10+,2.00,76.97,0.00,23.65,0.307,0.000,22.53,0.81,6146.16,1384.79,0.00,1384.79,50.03,0.00,50.03,1384.79,27.68
TR90,2,20,Mid,1_OM,4_Total,12.00,461.81,0.52,66.85,0.145,0.001,30.68,1.04,17371.86,5329.88,67.74,5397.62,180.25,0.34,180.59,5329.88,29.89
TR90,2,20,Mid,1_OM,5_Total OM,12.50,661.81,0.52,68.84,0.104,0.001,30.72,1.04,17421.61,5352.69,67.74,5420.43,180.80,0.34,181.14,5352.69,29.92
TR90,2,20,Mid,2_MS,1_0-5,5.00,192.42,0.00,178.85,0.929,0.000,1.86,0.12,46472.02,863.45,0.00,863.45,55.77,0.00,55.77,863.45,15.48
TR90,2,20,Mid,2_MS,2_5-10,5.00,192.42,0.00,76.08,0.395,0.000,2.54,0.13,19768.99,501.93,0.00,501.93,25.50,0.00,25.50,501.93,19.68
TR90,2,20,Mid,2_MS,4_Total,10.00,384.85,0.00,254.93,0.662,0.000,2.06,0.12,66241.01,1365.38,0.00,1365.38,81.27,0.00,81.27,1365.38,16.80
TR90,2,20,Mid,3_Soil,6_Tot OM MS,22.50,1046.66,0.52,323.77,,,,,83662.62,6718.07,67.74,6785.81,262.07,0.34,262.41,6718.07,25.86
TR90,2,40,Mid,1_OM,0_Litter,0.25,100.00,,1.110,0.011,,46.99,1.04,27.75,13.04,0.00,13.04,0.29,0.00,0.29,13.04,45.18
TR90,2,40,Mid,1_OM,1_0-5,5.00,192.42,0.00,13.80,0.072,0.000,36.81,1.13,3585.47,1319.74,0.00,1319.74,40.59,0.00,40.59,1319.74,32.52
TR90,2,40,Mid,1_OM,2_5-10,5.00,192.42,0.00,21.68,0.113,0.000,35.64,1.01,5633.91,2008.09,0.00,2008.09,56.85,0.00,56.85,2008.09,35.33
TR90,2,40,Mid,1_OM,3_10+,2.00,76.97,0.00,22.15,0.288,0.000,22.70,0.82,5755.44,1306.48,0.00,1306.48,46.96,0.00,46.96,1306.48,27.82
TR90,2,40,Mid,1_OM,4_Total,12.00,461.81,0.00,57.63,0.125,0.000,30.95,0.96,14974.82,4634.32,0.00,4634.32,144.40,0.00,144.40,4634.32,32.09
TR90,2,40,Mid,1_OM,5_Total OM,12.25,561.81,0.00,58.74,0.105,0.000,30.98,0.96,15002.57,4647.36,0.00,4647.36,144.69,0.00,144.69,4647.36,32.12
TR90,2,40,Mid,2_MS,1_0-5,5.00,192.42,0.00,199.65,1.038,0.000,2.03,0.15,51877.59,1054.67,0.00,1054.67,76.78,0.00,76.78,1054.67,13.74
TR90,2,40,Mid,2_MS,2_5-10,5.00,192.42,0.00,205.71,1.069,0.000,0.77,0.07,53451.71,412.65,0.00,412.65,35.28,0.00,35.28,412.65,11.70
TR90,2,40,Mid,2_MS,4_Total,10.00,384.85,0.00,405.35,1.053,0.000,1.39,0.11,105329.30,1467.32,0.00,1467.32,112.06,0.00,112.06,1467.32,13.09
TR90,2,40,Mid,3_Soil,6_Tot OM MS,22.25,946.66,0.00,464.09,,,,,120331.87,6114.68,0.00,6114.68,256.74,0.00,256.74,6114.68,23.82
TR90,2,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,2,60,Mid,1_OM,1_0-5,5.00,192.42,0.00,11.53,0.060,0.000,39.34,1.04,2996.92,1178.84,0.00,1178.84,31.26,0.00,31.26,1178.84,37.71
TR90,2,60,Mid,1_OM,2_5-10,5.00,192.42,0.21,23.81,0.124,0.001,36.18,1.04,6188.13,2238.93,26.97,2265.90,64.54,0.13,64.68,2238.93,35.03
TR90,2,60,Mid,1_OM,3_10+,5.00,192.42,0.76,24.09,0.125,0.004,28.56,0.90,6258.55,1787.51,98.90,1886.40,56.08,0.49,56.57,1787.51,33.35
TR90,2,60,Mid,1_OM,4_Total,15.00,577.27,0.97,59.43,0.103,0.002,33.71,0.98,15443.60,5205.27,125.87,5331.14,151.88,0.63,152.51,5205.27,34.96
TR90,2,60,Mid,1_OM,5_Total OM,15.00,577.27,0.97,59.43,0.103,0.002,33.71,0.98,15443.60,5205.27,125.87,5331.14,151.88,0.63,152.51,5205.27,34.96
TR90,2,60,Mid,2_MS,1_0-5,5.00,192.42,0.00,184.06,0.957,0.000,1.49,0.10,47827.59,713.59,0.00,713.59,48.31,0.00,48.31,713.59,14.77
TR90,2,60,Mid,2_MS,2_5-10,5.00,192.42,0.00,151.24,0.786,0.000,0.94,0.08,39299.10,367.84,0.00,367.84,30.65,0.00,30.65,367.84,12.00
TR90,2,60,Mid,2_MS,4_Total,10.00,384.85,0.00,335.30,0.871,0.000,1.24,0.09,87126.69,1081.43,0.00,1081.43,78.96,0.00,78.96,1081.43,13.70
TR90,2,60,Mid,3_Soil,6_Tot OM MS,25.00,962.11,0.97,394.74,,,,,102570.30,6286.70,125.87,6412.57,230.84,0.63,231.47,6286.70,27.70
TR90,2,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,2,80,Mid,1_OM,1_0-5,5.00,192.42,0.00,7.87,0.041,0.000,42.54,1.32,2045.01,869.88,0.00,869.88,26.95,0.00,26.95,869.88,32.27
TR90,2,80,Mid,1_OM,2_5-10,5.00,192.42,6.09,17.40,0.090,0.032,38.58,0.91,4521.45,1744.37,791.75,2536.12,41.01,3.96,44.97,1744.37,56.40
TR90,2,80,Mid,1_OM,3_10+,4.00,153.94,0.37,30.37,0.197,0.002,22.80,0.84,7892.50,1799.41,48.59,1848.00,66.06,0.24,66.30,1799.41,27.87
TR90,2,80,Mid,1_OM,4_Total,14.00,538.78,6.47,55.64,0.103,0.012,30.53,0.93,14458.95,4413.67,840.34,5254.01,134.02,4.20,138.22,4413.67,38.01
TR90,2,80,Mid,1_OM,5_Total OM,14.00,538.78,6.47,55.64,0.103,0.012,30.53,0.93,14458.95,4413.67,840.34,5254.01,134.02,4.20,138.22,4413.67,38.01
TR90,2,80,Mid,2_MS,1_0-5,5.00,192.42,0.18,182.29,0.947,0.001,3.78,0.23,47367.79,1788.13,23.24,1811.37,107.05,0.12,107.17,1788.13,16.90
TR90,2,80,Mid,2_MS,2_5-10,5.00,192.42,0.26,181.91,0.945,0.001,1.36,0.09,47268.42,641.91,33.61,675.52,43.49,0.17,43.66,641.91,15.47
TR90,2,80,Mid,2_MS,4_Total,10.00,384.85,0.44,364.20,0.946,0.001,2.57,0.16,94636.21,2430.04,56.85,2486.89,150.54,0.28,150.82,2430.04,16.49
TR90,2,80,Mid,3_Soil,6_Tot OM MS,24.00,923.63,6.91,419.85,,,,,109095.17,6843.71,897.19,7740.89,284.56,4.49,289.05,6843.71,26.78
TR90,2,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,2,100,Mid,1_OM,1_0-5,5.00,192.42,0.00,27.52,0.143,0.000,34.55,1.09,7149.92,2469.94,0.00,2469.94,78.22,0.00,78.22,2469.94,31.58
TR90,2,100,Mid,1_OM,2_5-10,4.00,153.94,2.52,38.34,0.249,0.016,25.26,0.79,9962.48,2516.62,327.33,2843.95,79.00,1.64,80.64,2516.62,35.27
TR90,2,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,2,100,Mid,1_OM,4_Total,9.00,346.36,2.52,65.86,0.190,0.007,29.14,0.92,17112.40,4986.56,327.33,5313.89,157.22,1.64,158.86,4986.56,33.45
TR90,2,100,Mid,1_OM,5_Total OM,9.00,346.36,2.52,65.86,0.190,0.007,29.14,0.92,17112.40,4986.56,327.33,5313.89,157.22,1.64,158.86,4986.56,33.45
TR90,2,100,Mid,2_MS,1_0-5,5.00,192.42,0.00,253.87,1.319,0.000,1.41,0.09,65967.08,932.11,0.00,932.11,61.35,0.00,61.35,932.11,15.19
TR90,2,100,Mid,2_MS,2_5-10,5.00,192.42,0.00,201.60,1.048,0.000,0.91,0.07,52384.54,477.75,0.00,477.75,38.24,0.00,38.24,477.75,12.49
TR90,2,100,Mid,2_MS,4_Total,10.00,384.85,0.00,455.47,1.184,0.000,1.19,0.08,118351.62,1409.86,0.00,1409.86,99.59,0.00,99.59,1409.86,14.16
TR90,2,100,Mid,3_Soil,6_Tot OM MS,19.00,731.21,2.52,521.33,,,,,135464.02,6396.42,327.33,6723.75,256.81,1.64,258.45,6396.42,26.02
TR90,3,20,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,20,Mid,1_OM,1_0-5,5.00,192.42,0.00,36.99,0.192,0.000,31.04,1.55,9611.64,2983.17,0.00,2983.17,149.36,0.00,149.36,2983.17,19.97
TR90,3,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,20,Mid,1_OM,4_Total,5.00,192.42,0.00,36.99,0.192,0.000,31.04,1.55,9611.64,2983.17,0.00,2983.17,149.36,0.00,149.36,2983.17,19.97
TR90,3,20,Mid,1_OM,5_Total OM,5.00,192.42,0.00,36.99,0.192,0.000,31.04,1.55,9611.64,2983.17,0.00,2983.17,149.36,0.00,149.36,2983.17,19.97
TR90,3,20,Mid,2_MS,1_0-5,5.00,192.42,0.25,99.67,0.518,0.001,12.39,0.70,25898.59,3208.08,32.50,3240.57,181.27,0.16,181.43,3208.08,17.86
TR90,3,20,Mid,2_MS,2_5-10,5.00,192.42,0.06,172.02,0.894,0.000,5.08,0.25,44698.75,2270.26,8.12,2278.38,112.24,0.04,112.28,2270.26,20.29
TR90,3,20,Mid,2_MS,4_Total,10.00,384.85,0.31,271.69,0.706,0.001,7.76,0.42,70597.33,5478.33,40.62,5518.95,293.51,0.20,293.71,5478.33,18.79
TR90,3,20,Mid,3_Soil,6_Tot OM MS,15.00,577.27,0.31,308.68,,,,,80208.98,8461.50,40.62,8502.12,442.87,0.20,443.07,8461.50,19.19
TR90,3,40,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,40,Mid,1_OM,1_0-5,5.00,192.42,0.32,25.55,0.133,0.002,25.59,1.33,6639.75,1699.24,42.20,1741.45,88.31,0.21,88.52,1699.24,19.67
TR90,3,40,Mid,1_OM,2_5-10,1.00,38.48,0.00,11.00,0.286,0.000,24.73,0.96,2857.54,706.56,0.00,706.56,27.35,0.00,27.35,706.56,25.84
TR90,3,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,40,Mid,1_OM,4_Total,6.00,230.91,0.32,36.55,0.158,0.001,25.33,1.22,9497.29,2405.80,42.20,2448.00,115.66,0.21,115.87,2405.80,21.13
TR90,3,40,Mid,1_OM,5_Total OM,6.00,230.91,0.32,36.55,0.158,0.001,25.33,1.22,9497.29,2405.80,42.20,2448.00,115.66,0.21,115.87,2405.80,21.13
TR90,3,40,Mid,2_MS,1_0-5,5.00,192.42,0.51,88.08,0.458,0.003,19.09,0.85,22887.53,4369.00,66.82,4435.82,194.54,0.33,194.88,4369.00,22.76
TR90,3,40,Mid,2_MS,2_5-10,5.00,192.42,0.39,128.04,0.665,0.002,11.63,0.55,33270.14,3868.98,50.05,3919.03,183.98,0.25,184.23,3868.98,21.27
TR90,3,40,Mid,2_MS,4_Total,10.00,384.85,0.90,216.12,0.562,0.002,14.67,0.67,56157.68,8237.99,116.87,8354.85,378.53,0.58,379.11,8237.99,22.04
TR90,3,40,Mid,3_Soil,6_Tot OM MS,16.00,615.75,1.22,252.67,,,,,65654.97,10643.79,159.07,10802.86,494.18,0.80,494.98,10643.79,21.82
TR90,3,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,60,Mid,1_OM,1_0-5,5.00,192.42,0.00,30.33,0.158,0.000,35.58,1.21,7880.58,2804.15,0.00,2804.15,95.59,0.00,95.59,2804.15,29.33
TR90,3,60,Mid,1_OM,2_5-10,2.50,96.21,0.00,18.21,0.189,0.000,21.73,0.86,4730.80,1027.95,0.00,1027.95,40.78,0.00,40.78,1027.95,25.21
TR90,3,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,60,Mid,1_OM,4_Total,7.50,288.63,0.00,48.53,0.168,0.000,30.39,1.08,12611.38,3832.10,0.00,3832.10,136.37,0.00,136.37,3832.10,28.10
TR90,3,60,Mid,1_OM,5_Total OM,7.50,288.63,0.00,48.53,0.168,0.000,30.39,1.08,12611.38,3832.10,0.00,3832.10,136.37,0.00,136.37,3832.10,28.10
TR90,3,60,Mid,2_MS,1_0-5,5.00,192.42,0.00,94.51,0.491,0.000,13.60,0.68,24559.21,3340.54,0.00,3340.54,167.74,0.00,167.74,3340.54,19.92
TR90,3,60,Mid,2_MS,2_5-10,5.00,192.42,0.00,233.69,1.214,0.000,3.07,0.19,60723.14,1861.20,0.00,1861.20,114.23,0.00,114.23,1861.20,16.29
TR90,3,60,Mid,2_MS,4_Total,10.00,384.85,0.00,328.20,0.853,0.000,6.10,0.33,85282.35,5201.74,0.00,5201.74,281.96,0.00,281.96,5201.74,18.45
TR90,3,60,Mid,3_Soil,6_Tot OM MS,17.50,673.48,0.00,376.74,,,,,97893.73,9033.84,0.00,9033.84,418.34,0.00,418.34,9033.84,21.59
TR90,3,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,80,Mid,1_OM,1_0-5,5.00,192.42,0.38,31.22,0.162,0.002,31.23,1.32,8112.11,2533.17,49.49,2582.66,107.16,0.25,107.41,2533.17,24.05
TR90,3,80,Mid,1_OM,2_5-10,3.00,115.45,0.70,27.65,0.239,0.006,22.59,0.96,7183.53,1623.05,90.58,1713.63,69.11,0.45,69.56,1623.05,24.64
TR90,3,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,80,Mid,1_OM,4_Total,8.00,307.88,1.08,58.86,0.191,0.004,27.17,1.15,15295.65,4156.22,140.07,4296.29,176.27,0.70,176.97,4156.22,24.28
TR90,3,80,Mid,1_OM,5_Total OM,8.00,307.88,1.08,58.86,0.191,0.004,27.17,1.15,15295.65,4156.22,140.07,4296.29,176.27,0.70,176.97,4156.22,24.28
TR90,3,80,Mid,2_MS,1_0-5,5.00,192.42,0.00,112.96,0.587,0.000,14.60,0.90,29352.83,4285.51,0.00,4285.51,264.18,0.00,264.18,4285.51,16.22
TR90,3,80,Mid,2_MS,2_5-10,5.00,192.42,0.00,211.48,1.099,0.000,4.24,0.26,54952.92,2329.13,0.00,2329.13,141.01,0.00,141.01,2329.13,16.52
TR90,3,80,Mid,2_MS,4_Total,10.00,384.85,0.00,324.45,0.843,0.000,7.85,0.48,84305.74,6614.64,0.00,6614.64,405.18,0.00,405.18,6614.64,16.32
TR90,3,80,Mid,3_Soil,6_Tot OM MS,18.00,692.72,1.08,383.31,,,,,99601.39,10770.86,140.07,10910.93,581.45,0.70,582.15,10770.86,18.74
TR90,3,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
TR90,3,100,Mid,1_OM,1_0-5,5.00,192.42,2.12,25.68,0.133,0.011,30.69,1.31,6673.90,2048.54,275.55,2324.09,87.73,1.38,89.11,2048.54,26.08
TR90,3,100,Mid,1_OM,2_5-10,2.00,76.97,0.00,17.78,0.231,0.000,30.22,1.17,4619.31,1395.78,0.00,1395.78,54.22,0.00,54.22,1395.78,25.74
TR90,3,100,Mid,1_OM,3_10+,5.00,192.42,0.24,72.47,0.377,0.001,24.723,1.156,18830.81,4655.54,30.77,4686.31,217.68,0.15,217.84,4655.54,21.51
TR90,3,100,Mid,1_OM,4_Total,12.00,461.81,2.36,115.93,0.251,0.005,26.89,1.19,30124.02,8099.86,306.32,8406.18,359.64,1.53,361.17,8099.86,23.27
TR90,3,100,Mid,1_OM,5_Total OM,12.00,461.81,2.36,115.93,0.251,0.005,26.89,1.19,30124.02,8099.86,306.32,8406.18,359.64,1.53,361.17,8099.86,23.27
TR90,3,100,Mid,2_MS,1_0-5,5.00,192.42,0.22,130.61,0.679,0.001,9.84,0.48,33939.37,3338.95,27.93,3366.89,164.27,0.14,164.41,3338.95,20.48
TR90,3,100,Mid,2_MS,2_5-10,5.00,,,,0.968,0.001,5.33,0.28,48411.24,2582.39,14.54,2596.93,137.86,0.07,137.94,2582.39,18.83
TR90,3,100,Mid,2_MS,4_Total,10.00,192.42,0.22,130.61,0.679,0.001,7.19,0.37,82350.60,5921.35,42.48,5963.82,302.13,0.21,302.34,4880.76,19.73
TR90,3,100,Mid,3_Soil,6_Tot OM MS,22.00,654.24,2.57,246.54,,,,,112474.62,14021.20,348.80,14370.00,661.77,1.74,663.51,12980.62,21.66
UBHW,1,20,Mid,1_OM,0_Litter,3.00,,,,0.01,,49.75,1.31,337.46,167.89,0.00,167.89,4.41,0.00,4.41,167.89,38.06
UBHW,1,20,Mid,1_OM,1_0-5,5.00,840.00,3.41,96.35,0.115,0.004,27.86,1.52,5735.29,1597.79,101.49,1699.28,87.29,0.51,87.80,1597.79,19.35
UBHW,1,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,20,Mid,1_OM,4_Total,5.00,840.00,3.41,96.35,0.115,0.004,27.86,1.52,5735.29,1597.79,101.49,1699.28,87.29,0.51,87.80,1597.79,19.35
UBHW,1,20,Mid,1_OM,5_Total OM,8.00,840.00,3.41,96.35,0.115,0.004,29.08,1.51,6072.75,1765.68,101.49,1867.17,91.70,0.51,92.21,1765.68,20.25
UBHW,1,20,Mid,2_MS,1_0-5,5.00,192.42,0.07,92.83,0.482,0.000,9.06,0.45,24120.32,2184.34,9.60,2193.94,108.78,0.05,108.83,2184.34,20.16
UBHW,1,20,Mid,2_MS,2_5-10,5.00,,,,0.775,0.000,4.08,0.14,38742.57,1581.08,0.00,1581.08,55.79,0.00,55.79,1581.08,28.34
UBHW,1,20,Mid,2_MS,4_Total,10.00,192.42,0.07,92.83,0.482,0.000,5.99,0.26,62862.88,3765.42,9.60,3775.02,164.57,0.05,164.62,2889.56,22.93
UBHW,1,20,Mid,3_Soil,6_Tot OM MS,18.00,1032.42,3.48,189.18,,,,,68935.64,5531.10,111.09,5642.19,256.27,0.56,256.83,4655.24,21.97
UBHW,1,40,Mid,1_OM,0_Litter,2.00,,,,0.02,,49.60,1.29,307.84,152.69,0.00,152.69,3.97,0.00,3.97,152.69,38.45
UBHW,1,40,Mid,1_OM,1_0-5,5.00,650.00,4.78,48.95,0.075,0.007,35.62,1.67,3765.67,1341.29,184.02,1525.31,62.70,0.92,63.62,1341.29,23.98
UBHW,1,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,40,Mid,1_OM,4_Total,5.00,650.00,4.78,48.95,0.075,0.007,35.62,1.67,3765.67,1341.29,184.02,1525.31,62.70,0.92,63.62,1341.29,23.98
UBHW,1,40,Mid,1_OM,5_Total OM,7.00,650.00,4.78,48.95,0.075,0.007,36.68,1.64,4073.51,1493.98,184.02,1678.00,66.67,0.92,67.59,1493.98,24.83
UBHW,1,40,Mid,2_MS,1_0-5,5.00,192.42,0.68,103.78,0.539,0.004,8.05,0.50,26966.95,2170.30,88.21,2258.51,134.83,0.44,135.28,2170.30,16.70
UBHW,1,40,Mid,2_MS,2_5-10,5.00,,,,0.775,0.000,4.08,0.14,38742.57,1581.08,0.00,1581.08,55.79,0.00,55.79,1581.08,28.34
UBHW,1,40,Mid,2_MS,4_Total,10.00,,,,,,,,65709.52,3751.38,88.21,3839.59,190.62,0.44,191.07,,20.10
UBHW,1,40,Mid,3_Soil,6_Tot OM MS,17.00,650.00,4.78,48.95,,,,,69783.03,5245.37,272.23,5517.59,257.29,1.36,258.65,1493.98,21.33
UBHW,1,60,Mid,1_OM,0_Litter,4.00,,,,0.01,,49.00,1.16,341.28,167.22,0.00,167.22,3.97,0.00,3.97,167.22,42.09
UBHW,1,60,Mid,1_OM,1_0-5,4.50,405.00,0.67,29.26,0.072,0.002,42.35,2.00,3251.34,1376.94,36.97,1413.91,64.99,0.18,65.18,1376.94,21.69
UBHW,1,60,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,60,Mid,1_OM,4_Total,4.50,405.00,0.67,29.26,0.072,0.002,42.35,2.00,3251.34,1376.94,36.97,1413.91,64.99,0.18,65.18,1376.94,21.69
UBHW,1,60,Mid,1_OM,5_Total OM,8.50,405.00,0.67,29.26,0.072,0.002,42.98,1.92,3592.62,1544.16,36.97,1581.13,68.97,0.18,69.15,1544.16,22.86
UBHW,1,60,Mid,2_MS,1_0-5,5.00,192.42,1.77,88.58,0.460,0.009,12.68,0.65,23016.44,2918.71,230.37,3149.08,150.53,1.15,151.68,2918.71,20.76
UBHW,1,60,Mid,2_MS,2_5-10,5.00,,,,0.775,0.000,4.08,0.14,38742.57,1581.08,0.00,1581.08,55.79,0.00,55.79,1581.08,28.34
UBHW,1,60,Mid,2_MS,4_Total,10.00,,,,,,,,61759.00,4499.80,230.37,4730.16,206.32,1.15,207.47,,22.80
UBHW,1,60,Mid,3_Soil,6_Tot OM MS,18.50,405.00,0.67,29.26,,,,,65351.62,6043.95,267.34,6311.29,275.28,1.34,276.62,1544.16,22.82
UBHW,1,80,Mid,1_OM,0_Litter,3.00,,,,0.01,,48.93,1.13,337.46,165.11,0.00,165.11,3.81,0.00,3.81,165.11,43.36
UBHW,1,80,Mid,1_OM,1_0-5,5.00,715.00,5.62,38.79,0.054,0.008,43.87,2.08,2712.26,1189.74,196.46,1386.19,56.47,0.98,57.45,1189.74,24.13
UBHW,1,80,Mid,1_OM,2_5-10,1.00,143.00,1.01,20.73,0.145,0.007,29.83,1.97,1449.98,432.50,35.20,467.70,28.51,0.18,28.68,432.50,16.31
UBHW,1,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,80,Mid,1_OM,4_Total,6.00,858.00,6.63,59.52,0.069,0.008,38.97,2.04,4162.25,1622.24,231.65,1853.89,84.98,1.16,86.13,1622.24,21.52
UBHW,1,80,Mid,1_OM,5_Total OM,9.00,858.00,6.63,59.52,0.069,0.008,39.72,1.97,4499.71,1787.35,231.65,2019.00,88.78,1.16,89.94,1787.35,22.45
UBHW,1,80,Mid,2_MS,1_0-5,5.00,192.42,0.55,79.86,0.415,0.003,9.68,0.43,20750.68,2008.87,70.98,2079.85,89.44,0.35,89.79,2008.87,23.16
UBHW,1,80,Mid,2_MS,2_5-10,5.00,192.42,0.00,149.10,0.775,0.000,4.08,0.14,38742.56,1581.08,0.00,1581.08,55.79,0.00,55.79,1581.08,28.34
UBHW,1,80,Mid,2_MS,4_Total,10.00,384.85,0.55,228.96,0.595,0.001,6.03,0.24,59493.24,3589.96,70.98,3660.94,145.22,0.35,145.58,3589.96,25.15
UBHW,1,80,Mid,3_Soil,6_Tot OM MS,19.00,1242.85,7.17,288.48,,,,,63992.95,5377.31,302.63,5679.94,234.01,1.51,235.52,5377.31,24.12
UBHW,1,100,Mid,1_OM,0_Litter,3.00,,,,0.01,,48.93,1.13,337.46,165.11,0.00,165.11,3.81,0.00,3.81,165.11,43.36
UBHW,1,100,Mid,1_OM,1_0-5,5.00,450.00,5.11,49.61,0.110,0.011,37.26,1.71,5512.06,2053.74,283.73,2337.47,93.98,1.42,95.40,2053.74,24.50
UBHW,1,100,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
UBHW,1,100,Mid,1_OM,4_Total,5.00,450.00,5.11,49.61,0.110,0.011,37.26,1.71,5512.06,2053.74,283.73,2337.47,93.98,1.42,95.40,2053.74,24.50
UBHW,1,100,Mid,1_OM,5_Total OM,8.00,450.00,5.11,49.61,0.110,0.011,37.93,1.67,5849.52,2218.85,283.73,2502.58,97.79,1.42,99.21,2218.85,25.23
UBHW,1,100,Mid,2_MS,1_0-5,5.00,192.42,1.05,97.48,0.507,0.005,18.63,0.76,25330.48,4718.06,135.81,4853.86,193.52,0.68,194.20,4718.06,24.99
UBHW,1,100,Mid,2_MS,2_5-10,5.00,,,,0.775,0.000,4.08,0.14,38742.57,1581.08,0.00,1581.08,55.79,0.00,55.79,1581.08,28.34
UBHW,1,100,Mid,2_MS,4_Total,10.00,,,,,,,,64073.04,6299.14,135.81,6434.95,249.31,0.68,249.99,,25.74
UBHW,1,100,Mid,3_Soil,6_Tot OM MS,18.00,450.00,5.11,49.61,,,,,69922.56,8517.99,419.54,8937.53,347.10,2.10,349.20,2218.85,25.59
UBHW,2,0,Mid,1_OM,0_Litter,3.00,,,,0.01,,48.93,1.13,337.46,165.11,0.00,165.11,3.81,0.00,3.81,165.11,43.36
UBHW,2,0,Mid,1_OM,1_0-5,5.00,500.00,0.00,47.67,0.095,0.000,28.94,1.43,4767.46,1379.65,0.00,1379.65,68.17,0.00,68.17,1379.65,20.24
