Date,Fire Name,Site Name,Observers,Weather,Cohort #,Species,Tree #,Ht of Core (cm),DCH (cm),DBH (cm),Cookie/Core?,Condition of Core,Fire Scar?,Age,Additional Notes,,,,,,,,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,2,15,1.9,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,3,15,3.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,4,15,2.7,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,5,15,?,<DBH,cookie,good,no,,need to measure DCH,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,1,20,14.9,10.6,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,2,25,12.8,8.3,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,3,25,16.2,12.1,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,4,25,24,15.1,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,5,25,14.5,10.1,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,1,75,35.2,31.2,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,2,75,24.5,24.7,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,3,60,11.4,8.4,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,4,60,30.2,34.2,core,good,no,,swollen at middle,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,5,25,17.4,13.2,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,1,25,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,2,25,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,3,25,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,4,25,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,5,25,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,4,CBSNBC,1,25,?,8,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,4,CBSNBC,2,25,?,8,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-10,BC,sunny,4,CBSNBC,3,25,?,8,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,1,30,20.1,17,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,2,30,19,17.5,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,3,20,23.3,20.9,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,4,30,23.9,21.7,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,5,30,17.7,14.4,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,1,30,27.2,19.3,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,2,30,27.2,18.7,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,3,30,24.6,15.7,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,4,30,27.5,19.2,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,5,30,22.8,16.1,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,1,15,9,7.1,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,2,15,6,4.3,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,3,15,9.3,5.8,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,4,15,5.9,3.4,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,5,15,7,5.2,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,1,10,1.5,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,2,10,2.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,3,10,1.5,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,4,10,1,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,5,10,1.6,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,1,20,15.9,12.3,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,2,20,18.8,13.3,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,3,30,22.2,16.6,core,pretty rotten,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,4,20,14.7,11.6,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,5,20,13.8,10.9,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,1,20,31.2,23,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,2,25,23.7,16.2,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,3,25,22.3,14.8,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,4,20,19.1,14,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,5,25,19.6,14.1,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,1,15,8.8,5.4,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,2,15,7.1,4.1,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,3,15,10.2,6.3,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,4,20,11.9,8.7,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,5,20,10.7,7.9,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,1,10,2.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,2,10,2.9,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,3,10,1.8,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,4,10,1.5,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,5,10,1.5,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,1,25,29.4,22.7,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,2,25,24.8,19.8,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,3,30,36.1,27.5,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,4,25,24.2,17.1,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,5,25,22.2,19.9,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,1,30,32.2,24.4,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,2,30,31,24.1,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,3,30,25,22.3,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,4,30,34.4,24.9,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,5,30,25.2,18.2,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,1,10,7.9,5.4,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,2,10,7.7,5.8,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,3,15,8.8,5.2,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,4,15,14.1,9.5,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,5,15,7.2,4.8,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,1,7,1.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,2,7,1.2,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,3,7,1.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,4,7,2.4,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,5,7,1.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,1,15,17,14.5,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,2,15,20.6,16,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,3,20,18,15.2,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,4,20,16.4,14.5,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,5,15,11,9.5,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,1,10,7.3,4.4,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,2,10,8.4,5.4,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,3,10,7.3,3.1,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,4,10,12.3,7.5,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,5,15,9.9,7.1,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,1,10,4.3,0.5,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,2,10,1.6,<DBH,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,3,10,3.1,0.6,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,4,10,1.7,0.7,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,5,10,2.1,1,?,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,1,25,20.8,15.8,core,center rotten,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,2,20,19.9,13.3,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,3,20,14.4,10.7,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,4,20,21.3,14.9,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,5,20,21.9,16.1,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,2,PICEASP,1,15,11.8,7.8,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,2,PICEASP,2,15,13.5,?,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,2,PICEASP,3,15,8.8,?,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,3,PICEASP,1,10,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-6,BC,sunny,3,PICEASP,2,10,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,1,10,10.7,7.8,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,2,20,21.2,17,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,3,10,13.2,11.3,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,4,10,9.4,6.9,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,5,10,10.6,6.9,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,1,10,5.9,3.2,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,2,10,13.3,8.8,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,3,30,16.2,13,core,good,no,,larger than average tree,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,4,15,9.8,6.7,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,5,10,13.1,10.7,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,1,10,2.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,2,10,2.2,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,3,10,2.8,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,4,10,1.9,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,5,10,2.3,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,4,POTR,1,10,19.4,16.4,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,4,POTR,2,10,17,14.3,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-7,BC,sunny,4,POTR,3,10,16.1,12.6,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,1,40,8.3,5.9,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,2,40,8.6,5.9,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,3,35,6.4,3.8,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,4,50,5.1,3.6,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,5,50,5.8,3.6,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,2,BENE,1,40,5.9,3.4,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,2,BENE,2,30,6.1,5.1,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,2,BENE,3,50,8,6.1,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,2,BENE,4,45,6.3,5.1,core,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,1,45,2.4,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,2,45,2,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,3,40,2.3,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,4,35,3.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,5,40,2.5,<DBH,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,4,CBSNBC,1,40,?,6,cookie,good,no,,,,,,,,,,,,
8/29/11,Gerstle River,GR-8,BC,sunny,4,CBSNBC,2,40,?,6,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,1,75,8.7,6.3,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,2,75,17.1,12.9,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,3,60,10.9,6.9,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,4,60,9,6,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,5,60,16.2,12.7,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,1,50,5.9,3.7,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,2,50,7.5,4.3,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,3,50,6.6,4.4,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,4,50,9.3,6.5,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,5,50,9.2,5.8,core,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,1,50,2.4,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,2,50,2.7,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,3,50,2,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,4,75,2.3,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,5,65,3.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,4,CBSNBC,1,50,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/30/11,Gerstle River,GR-9,BC,sunny,4,CBSNBC,2,50,?,<DBH,cookie,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,1,25,27.7,18.8,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,2,25,14,10.7,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,3,25,13.4,9,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,4,30,19.6,14.1,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,5,30,15.4,11,core,good,no,,,,,,,,,,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,3,CBSNBC,1,20,?,8,cookie,good,no,,need to measure DCH,,,,,,,,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,3,CBSNBC,2,20,?,8,cookie,good,no,,need to measure DCH,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,1,7,5.1,3.9,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,2,9,8.4,6.4,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,3,10,6.7,5.1,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,4,8,7.8,6.4,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,5,12,11.5,8.2,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,1,11,13.5,10.7,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,2,10,6.1,5.4,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,3,16,9.8,8,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,4,10,8.5,7.5,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,5,11,8.5,6.9,core,good,no,,missing pith on mount?,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,1,9,2.6,0.8,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,2,6,1.9,0.8,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,3,6,2.8,0.8,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,4,6,1.9,0.9,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,5,6,1.9,0.8,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,1,10,5.9,5,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,2,7,5,3.8,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,3,15,10,7.6,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,4,10,6.3,5.2,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,5,9,5,4.1,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,2,PIMA,1,8,2.1,0.5,cookie,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,2,PIMA,2,8,2.8,1.4,cookie,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,2,PIMA,3,8,2.3,1.2,cookie,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,2,PIMA,4,8,1.8,<DBH,cookie,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,2,PIMA,5,8,2,<DBH,cookie,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,3,BENE,1,20,12.5,10.1,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,3,BENE,2,9,8,6,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,3,BENE,3,11,11.9,8.6,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,3,BENE,4,10,7.1,5.1,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,4,POTR,1,15,19.8,17.6,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,4,POTR,2,15,14,12,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,4,POTR,3,17,21.5,18,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,4,POTR,4,18,16.1,13.6,core,good,no,,,,,,,,,,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,4,POTR,5,20,18.7,17.4,core,good,no,,,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,1,PIMA,1,45,20.4,15.8,core,Rot area- 1.5cm from pith,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,1,PIMA,2,45,21.2,19.5,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,1,PIMA,3,70,21.4,18.5,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,1,PIMA,4,58,19.3,16.2,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,1,PIMA,5,53,18,15,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,2,PIMA,1,30,10.5,8.4,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,2,PIMA,2,20,6.5,5.4,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,2,PIMA,3,33,9.9,7.4,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,2,PIMA,4,36,8,6.3,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,2,PIMA,5,27,9,6.2,core,good,no,,cored trees on SW side of plot,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,3,PIMA,1,30,2.1,<DBH,cookie,good,no,,,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,3,PIMA,2,30,1.9,0.8,cookie,good,no,,,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,3,PIMA,3,30,2.7,1.2,cookie,good,no,,,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,3,PIMA,4,30,2.9,1.1,cookie,good,no,,,,,,,,,,,,
8/10/11,Murphy Dome,MD-3,BC,partly sunny,3,PIMA,5,30,2.3,<DBH,cookie,good,no,,,,,,,,,,,,
8/10/11,Murphy Dome,MD-4,BC CL LRC,partly sunny,1,BENE,1,24,14.2,11.7,core,slightly off center,no,,,,,,,,,,,,
8/10/11,Murphy Dome,MD-4,BC CL LRC,partly sunny,1,BENE,2,24,24.7,17.5,core,light rot at center,no,,,,,,,,,,,,
8/10/11,Murphy Dome,MD-4,BC CL LRC,partly sunny,1,BENE,3,20,14.7,10.9,core,good,no,,,,,,,,,,,,
