site,cover_code,LTER_code,USDA_code,genus,species,subspecies_var,year
LGI1,1,ERIVAG,ERVA4,Eriophorum,vaginatum,,2012
LGI1,1,GEOLIV,GELI2,Geocaulon,lividum,,2012
LGI1,1,HYLSPL,HYSP70,Hylocomium,splendens,,2012
LGI1,5,LEDGRO,LEGR,Ledum,groenlandicum,,2012
LGI1,3,PEDICSP,PEDIC,Pedicularis,,,2012
LGI1,5,PICMAR,PIMA,Picea,mariana,,2012
LGI1,1,PLESCH,PLSC70,Pleurozium,schreberi,,2012
LGI1,2,POAPAL,POPA2,Poa,palustris,,2012
LGI1,3,RUBCHA,RUCH,Rubus,chamaemorus,,2012
LGI1,5,SALPUL,SAPU15,Salix,pulchra,,2012
LGI1,3,SOLIDSP,SOLID,Solidago,,,2012
LGI1,7,TOMNIT,TONI70,Tomentypnum,nitens,,2012
LGI1,3,VACULI,VAUL,Vaccinium,uliginosum,,2012
LGI1,3,VACVIT,VAVI,Vaccinium,vitis-idaea,,2012
LGI2,5,ANDPOL,ANPO,Andromeda,polifolia,,2012
LGI2,2,ARCLAT,ARLA2,Arctagrostis,latifolia,,2012
LGI2,3,BETNAN,BENA,Betula,nana,,2012
LGI2,3,BETNEO,BENE4,Betula,neoalaskana,,2012
LGI2,1,CALCAN,CACA4,Calamagrostis,canadensis,,2012
LGI2,3,CLADISP,CLADI3,Cladina,,,2012
LGI2,2,CLADOSP,CLADO3,Cladonia,,,2012
LGI2,1,DICRANUMSP,DICRA8,Dicranum,,,2012
LGI2,1,EMPNIG,EMNI,Empetrum,nigrum,,2012
LGI2,2,GEOLIV,GELI2,Geocaulon,lividum,,2012
LGI2,5,HYLSPL,HYSP70,Hylocomium,splendens,,2012
LGI2,5,LEDGRO,LEGR,Ledum,groenlandicum,,2012
LGI2,3,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2012
LGI2,3,PEDICSP,PEDIC,Pedicularis,,,2012
LGI2,5,PICMAR,PIMA,Picea,mariana,,2012
LGI2,5,PLESCH,PLSC70,Pleurozium,schreberi,,2012
LGI2,2,POAPAL,POPA2,Poa,palustris,,2012
LGI2,1,POLSTR,POST70,Polytrichum,strictum,,2012
LGI2,1,POPTRE,POTR5,Populus,tremuloides,,2012
LGI2,2,ROSACI,ROAC,Rosa,acicularis,,2012
LGI2,1,SALARB,SAAR3,Salix,arbusculoides,,2012
LGI2,3,VACULI,VAUL,Vaccinium,uliginosum,,2012
LGI2,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2012
MDI1,2,ABIABI,ABAB70,Abietinella,abietina,,2011
MDI1,2,AULPAL,AUPA70,Aulacomnium,palustre,,2011
MDI1,8,BETNEO,BENE4,Betula,neoalaskana,,2011
MDI1,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
MDI1,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
MDI1,3,CORCAN,COCA13,Cornus,Canadensis,,2011
MDI1,2,DICRANUMSP,DICRA8,Dicranum,,,2011
MDI1,2,EQUPRA,EQPR,Equisetum,pratense,,2011
MDI1,2,EQUSYL,EQSY,Equisetum,sylvaticum,,2011
MDI1,1,FLACUC,FLCU,Flavocetraria,cucullata,,2011
MDI1,7,HYLSPL,HYSP70,Hylocomium,splendens,,2011
MDI1,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
MDI1,2,PELAPH,PEAP60,Peltigera,aphthosa,,2011
MDI1,5,PICGLA,PIGL,Picea,glauca,,2011
MDI1,5,PICMAR,PIMA,Picea,mariana,,2011
MDI1,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
MDI1,2,POLCOM,POCO38,Polytrichum,commune,,2011
MDI1,1,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
MDI1,2,SALSCO,SASC,Salix,scouleriana,,2011
MDI1,2,THUREC,THRE7,Thuidium,recognitum,,2011
MDI1,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
MDI1,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
MDI2,2,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
MDI2,3,AULPAL,AUPA70,Aulacomnium,palustre,,2011
MDI2,4,BETNEO,BENE4,Betula,neoalaskana,,2011
MDI2,2,BRACHSP,BRACH10,Brachythecium,,,2011
MDI2,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
MDI2,2,CLAARB,CLAR60,Cladina,arbuscula,,2011
MDI2,2,CLACEN,CLCE2,Cladonia,cenotea,,2011
MDI2,2,CLADEF,CLDE60,Cladonia,deformis,,2011
MDI2,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
MDI2,2,CLARAN,CLRA60,Cladina,rangiferina,,2011
MDI2,2,DICRANUMSP,DICRA8,Dicranum,,,2011
MDI2,7,HYLSPL,HYSP70,Hylocomium,splendens,,2011
MDI2,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
MDI2,2,LUZRUF,LURU2,Luzula,rufescens,,2011
MDI2,2,NEPARC,NEAR60,Nephroma,arcticum,,2011
MDI2,3,PELAPH,PEAP60,Peltigera,aphthosa,,2011
MDI2,2,PELLEU,PELE61,Peltigera,leucophlebia,,2011
MDI2,2,PELMAL,PEMA60,Peltigera,malacea,,2011
MDI2,2,PELNEO,PENE12,Peltigera,neopolydactyla,,2011
MDI2,2,PELSCA,PESC60,Peltigera,scabrosa,,2011
MDI2,2,PICGLA,PIGL,Picea,glauca,,2011
MDI2,7,PICMAR,PIMA,Picea,mariana,,2011
MDI2,2,PLESCH,PLSC70,Pleurozium,schreberi,,2011
MDI2,4,POLSTR,POST70,Polytrichum,strictum,,2011
MDI2,4,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
MDI2,2,ROSACI,ROAC,Rosa,acicularis,,2011
MDI2,2,SALSCO,SASC,Salix,scouleriana,,2011
MDI2,2,TOMNIT,TONI70,Tomentypnum,nitens,,2011
MDI2,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
MDI2,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
MDI3,2,ABIABI,ABAB70,Abietinella,abietina,,2011
MDI3,8,BETNEO,BENE4,Betula,neoalaskana,,2011
MDI3,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
MDI3,1,CLAGRA,CLGR13,Cladonia,gracilis,,2011
MDI3,2,CORCAN,COCA13,Cornus,Canadensis,,2011
MDI3,2,DICRANUMSP,DICRA8,Dicranum,,,2011
MDI3,2,EQUPRA,EQPR,Equisetum,pratense,,2011
MDI3,2,EQUSYL,EQSY,Equisetum,sylvaticum,,2011
MDI3,2,EURPUL,EUPU15,Eurhynchium,pulchellum,,2011
MDI3,3,HYLSPL,HYSP70,Hylocomium,splendens,,2011
MDI3,2,MOELAT,MOLA6,Moehringia,lateriflora,,2011
MDI3,2,ORTSEC,ORSE,Orthilia,secunda,,2011
MDI3,2,PICGLA,PIGL,Picea,glauca,,2011
MDI3,3,PICMAR,PIMA,Picea,mariana,,2011
MDI3,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
MDI3,2,PTICIL,PTCI,Ptilidium,ciliare,,2011
MDI3,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
MDI3,2,PYRMIN,PYMI,Pyrola,minor,,2011
MDI3,2,ROSACI,ROAC,Rosa,acicularis,,2011
MDI3,2,SALBEB,SABE2,Salix,bebbiana,,2011
MDI3,2,SALSCO,SASC,Salix,scouleriana,,2011
MDI3,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
MDI3,1,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
MDI4,2,ABIABI,ABAB70,Abietinella,abietina,,2011
MDI4,4,BETNEO,BENE4,Betula,neoalaskana,,2011
MDI4,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
MDI4,1,CERPUR,CEPU12,Ceratodon,purpureus,,2011
MDI4,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
MDI4,2,CLACOR,CLCO19,Cladonia,cornuta,,2011
MDI4,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
MDI4,2,CLARAN,CLRA60,Cladina,rangiferina,,2011
MDI4,2,DICRANUMSP,DICRA8,Dicranum,,,2011
MDI4,2,EQUPRA,EQPR,Equisetum,pratense,,2011
MDI4,1,EQUSCI,EQSC,Equisetum,scirpoides,,2011
MDI4,2,EURPUL,EUPU15,Eurhynchium,pulchellum,,2011
MDI4,3,HYLSPL,HYSP70,Hylocomium,splendens,,2011
MDI4,2,LINBOR,LIBO3,Linnaea,borealis,,2011
MDI4,3,MERPAN,MEPA,Mertensia,paniculata,,2011
MDI4,3,PELLEU,PELE61,Peltigera,leucophlebia,,2011
MDI4,3,PELRUF,PERU60,Peltigera,rufescens,,2011
MDI4,6,PICGLA,PIGL,Picea,glauca,,2011
MDI4,6,PICMAR,PIMA,Picea,mariana,,2011
MDI4,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
MDI4,4,POPTRE,POTR5,Populus,tremuloides,,2011
MDI4,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
MDI4,3,ROSACI,ROAC,Rosa,acicularis,,2011
MDI4,2,TOMNIT,TONI70,Tomentypnum,nitens,,2011
MDI4,4,VIBEDU,VIED,Viburnum,edule,,2011
MDI5,2,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
MDI5,1,ANDPOL,ANPO,Andromeda,polifolia,,2011
MDI5,4,BETNAN,BENA,Betula,nana,,2011
MDI5,2,BETNEO,BENE4,Betula,neoalaskana,,2011
MDI5,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
MDI5,3,CLAARB,CLAR60,Cladina,arbuscula,,2011
MDI5,2,CLARAN,CLRA60,Cladina,rangiferina,,2011
MDI5,2,EQUSYL,EQSY,Equisetum,sylvaticum,,2011
MDI5,2,ERIVAG,ERVA4,Eriophorum,vaginatum,,2011
MDI5,5,HYLSPL,HYSP70,Hylocomium,splendens,,2011
MDI5,7,LEDGRO,LEGR,Ledum,groenlandicum,,2011
MDI5,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2011
MDI5,1,LUZRUF,LURU2,Luzula,rufescens,,2011
MDI5,2,NEPARC,NEAR60,Nephroma,arcticum,,2011
MDI5,2,PELAPH,PEAP60,Peltigera,aphthosa,,2011
MDI5,2,PELLEU,PELE61,Peltigera,leucophlebia,,2011
MDI5,2,PELMAL,PEMA60,Peltigera,malacea,,2011
MDI5,2,PELSCA,PESC60,Peltigera,scabrosa,,2011
MDI5,2,PETFRI,PEFR5,Petasites,frigidus,,2011
MDI5,6,PICMAR,PIMA,Picea,mariana,,2011
MDI5,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
MDI5,2,POLALP,POAL11,Polygonum,alpinum,,2011
MDI5,3,POLCOM,POCO38,Polytrichum,commune,,2011
MDI5,2,RUBCHA,RUCH,Rubus,chamaemorus,,2011
MDI5,2,SALBEB,SABE2,Salix,bebbiana,,2011
MDI5,2,SALPUL,SAPU15,Salix,pulchra,,2011
MDI5,2,SALSCO,SASC,Salix,scouleriana,,2011
MDI5,2,SPHANG,SPAN11,Sphagnum,angustifolium,,2011
MDI5,4,SPHFUS,SPFU70,Sphagnum,fuscum,,2011
MDI5,3,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2011
MDI5,1,SPHRUB,SPRU4,Sphagnum,rubellum,,2011
MDI5,2,SPHTER,SPTE71,Sphagnum,teres,,2011
MDI5,3,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2011
MDI5,2,SPISTE,SPST3,Spiraea,stevenii,,2011
MDI5,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2011
MDI5,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
MDI5,4,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
MDM1,1,ARCLAT,ARLA2,Arctagrostis,latifolia,,2015
MDM1,3,BETNAN,BENA,Betula,nana,,2015
MDM1,1,CALCAN,CACA4,Calamagrostis,canadensis,,2015
MDM1,1,CETISL,CEIS60,Cetraria,islandica,,2015
MDM1,1,CETLAE,CELA60,Cetraria,laevigata,,2015
MDM1,5,CLAMIT,CLMI60,Cladina,mitis,,2015
MDM1,5,CLARAN,CLRA60,Cladina,rangiferina,,2015
MDM1,1,CLASTE,CLST60,Cladina,stellaris,,2015
MDM1,1,CLAUNC,CLUN60,Cladonia,uncialis,,2015
MDM1,1,CORCAN,COCA13,Cornus,Canadensis,,2015
MDM1,1,DICRANUMSP,DICRA8,Dicranum,,,2015
MDM1,3,EQUSYL,EQSY,Equisetum,sylvaticum,,2015
MDM1,3,FLACUC,FLCU,Flavocetraria,cucullata,,2015
MDM1,5,HYLSPL,HYSP70,Hylocomium,splendens,,2015
MDM1,5,LEDGRO,LEGR,Ledum,groenlandicum,,2015
MDM1,1,LYCCOM,LYCO3,Lycopodium,complanatum,,2015
MDM1,1,LYCDEN,LYDE,Lycopodium,dendroideum,,2015
MDM1,1,NEPARC,NEAR60,Nephroma,arcticum,,2015
MDM1,3,PELAPH,PEAP60,Peltigera,aphthosa,,2015
MDM1,1,PELMAL,PEMA60,Peltigera,malacea,,2015
MDM1,3,PELTISP,PELTI2,Peltigera,,,2015
MDM1,7,PICMAR,PIMA,Picea,mariana,,2015
MDM1,8,PLESCH,PLSC70,Pleurozium,schreberi,,2015
MDM1,3,POLCOM,POCO38,Polytrichum,commune,,2015
MDM1,1,POLYTSP,POLYT5,Polytrichum,,,2015
MDM1,3,ROSACI,ROAC,Rosa,acicularis,,2015
MDM1,1,RUBCHA,RUCH,Rubus,chamaemorus,,2015
MDM1,1,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2015
MDM1,3,VACULI,VAUL,Vaccinium,uliginosum,,2015
MDM1,3,VACVIT,VAVI,Vaccinium,vitis-idaea,,2015
NRM1,2,ANAMIN,ANMI8,Anastrophyllum,minutum,,2013
NRM1,1,ANDPOL,ANPO,Andromeda,polifolia,,2013
NRM1,2,AULPAL,AUPA70,Aulacomnium,palustre,,2013
NRM1,2,AULTUR,AUTU70,Aulacomnium,turgidum,,2013
NRM1,3,BETNAN,BENA,Betula,nana,,2013
NRM1,2,CALCAN,CACA4,Calamagrostis,canadensis,,2013
NRM1,2,CARAQU,CAAQ,Carex,aquatilis,,2013
NRM1,2,CHACAL,CHCA2,Chamaedaphne,calyculata,,2013
NRM1,3,CLADISP,CLADI3,Cladina,,,2013
NRM1,2,CLADOSP,CLADO3,Cladonia,,,2013
NRM1,2,DROROT,DRRO,Drosera,rotundifolia,,2013
NRM1,3,EQUARV,EQAR,Equisetum,arvense,,2013
NRM1,3,ERIVAG,ERVA4,Eriophorum,vaginatum,,2013
NRM1,1,GEOLIV,GELI2,Geocaulon,lividum,,2013
NRM1,1,IRISET,IRSE,Iris,setosa,,2013
NRM1,3,LARLAR,LALA,Larix,laricina,,2013
NRM1,3,LEDGRO,LEGR,Ledum,groenlandicum,,2013
NRM1,3,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2013
NRM1,2,LOBLIN,LOLI60,Lobaria,linita,,2013
NRM1,2,PELCAN,PECA60,Peltigera,canina,,2013
NRM1,2,PELLEU,PELE61,Peltigera,leucophlebia,,2013
NRM1,2,PETFRI,PEFR5,Petasites,frigidus,,2013
NRM1,5,PICMAR,PIMA,Picea,mariana,,2013
NRM1,3,PLESCH,PLSC70,Pleurozium,schreberi,,2013
NRM1,3,RUBCHA,RUCH,Rubus,chamaemorus,,2013
NRM1,2,SALFUS,SAFU,Salix,fuscescens,,2013
NRM1,2,SALPUL,SAPU15,Salix,pulchra,,2013
NRM1,3,SPHAGSP,SPHAG2,Sphagnum,,,2013
NRM1,2,SPHFUS,SPFU70,Sphagnum,fuscum,,2013
NRM1,3,SPHMAG,SPMA70,Sphagnum,magellanicum,,2013
NRM1,2,SPHSQU,SPSQ70,Sphagnum,squarrosum,,2013
NRM1,2,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2013
NRM1,3,TOMNIT,TONI70,Tomentypnum,nitens,,2013
NRM1,3,VACOXY,VAOX,Vaccinium,oxycoccos ,,2013
NRM1,5,VACULI,VAUL,Vaccinium,uliginosum,,2013
NRM1,5,VACVIT,VAVI,Vaccinium,vitis-idaea,,2013
NRM2,2,ARCLAT,ARLA2,Arctagrostis,latifolia,,2013
NRM2,3,ARCRUB,ARRU,Arctostaphylos,rubra,,2013
NRM2,2,CALCAN,CACA4,Calamagrostis,canadensis,,2013
NRM2,3,CARBIG,CABI5,Carex,bigelowii,,2013
NRM2,2,CLADISP,CLADI3,Cladina,,,2013
NRM2,2,CLAGRA,CLGR13,Cladonia,gracilis,,2013
NRM2,2,CLARAN,CLRA60,Cladina,rangiferina,,2013
NRM2,2,DASFRU,DAFRF,Dasiphora,fruticosa,ssp. floribunda,2013
NRM2,5,DELGLA,DEGL3,Delphinium,glaucum,,2013
NRM2,2,EQUARV,EQAR,Equisetum,arvense,,2013
NRM2,2,EQUSCI,EQSC,Equisetum,scirpoides,,2013
NRM2,3,ERIVAG,ERVA4,Eriophorum,vaginatum,,2013
NRM2,5,HYLSPL,HYSP70,Hylocomium,splendens,,2013
NRM2,2,LARLAR,LALA,Larix,laricina,,2013
NRM2,3,LEDGRO,LEGR,Ledum,groenlandicum,,2013
NRM2,2,MERPAN,MEPA,Mertensia,paniculata,,2013
NRM2,2,PELAPH,PEAP60,Peltigera,aphthosa,,2013
NRM2,2,PETFRI,PEFR5,Petasites,frigidus,,2013
NRM2,5,PICMAR,PIMA,Picea,mariana,,2013
NRM2,3,PLESCH,PLSC70,Pleurozium,schreberi,,2013
NRM2,2,RUBCHA,RUCH,Rubus,chamaemorus,,2013
NRM2,2,SALBEB,SABE2,Salix,bebbiana,,2013
NRM2,2,SALGLA,SAGL,Salix,glauca,,2013
NRM2,2,SALMYR,SAMY,Salix,myrtillifolia,,2013
NRM2,2,SALPUL,SAPU15,Salix,pulchra,,2013
NRM2,2,SANUNC,SAUN8,Sanionia,uncinata,,2013
NRM2,2,SPHFUS,SPFU70,Sphagnum,fuscum,,2013
NRM2,2,SPHRUS,SPRU6,Sphagnum,russowii,,2013
NRM2,8,TOMNIT,TONI70,Tomentypnum,nitens,,2013
NRM2,3,VACULI,VAUL,Vaccinium,uliginosum,,2013
TRM1,1,AULPAL,AUPA70,Aulacomnium,palustre,,2001
TRM1,7,AULTUR,AUTU70,Aulacomnium,turgidum,,2001
TRM1,2,BETGLA,BEGL,Betula,glandulosa,,2001
TRM1,2,BETNAN,BENA,Betula,nana,,2001
TRM1,2,CALCAN,CACA4,Calamagrostis,canadensis,,2001
TRM1,2,CAREXSP,CAREX,Carex,,,2001
TRM1,2,CETISL,CEIS60,Cetraria,islandica,,2001
TRM1,4,CLAARB,CLAR60,Cladina,arbuscula,,2001
TRM1,2,CLACOR,CLCO19,Cladonia,cornuta,,2001
TRM1,2,CLACRI,CLCR5,Cladonia,crispata,,2001
TRM1,2,CLADOSP,CLADO3,Cladonia,,,2001
TRM1,2,CLAGRA,CLGR13,Cladonia,gracilis,,2001
TRM1,3,CLARAN,CLRA60,Cladina,rangiferina,,2001
TRM1,2,CLASTE,CLST60,Cladina,stellaris,,2001
TRM1,2,DICRANUMSP,DICRA8,Dicranum,,,2001
TRM1,5,EQUSYL,EQSY,Equisetum,sylvaticum,,2001
TRM1,5,ERIVAG,ERVA4,Eriophorum,vaginatum,,2001
TRM1,2,FLACUC,FLCU,Flavocetraria,cucullata,,2001
TRM1,3,HYLSPL,HYSP70,Hylocomium,splendens,,2001
TRM1,2,ICMERI,ICER,Icmadophila,ericetorum,,2001
TRM1,1,LEDGRO,LEGR,Ledum,groenlandicum,,2001
TRM1,6,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2001
TRM1,2,NEPARC,NEAR60,Nephroma,arcticum,,2001
TRM1,1,PEDLAB,PELA,Pedicularis,labradorica,,2001
TRM1,2,PELAPH,PEAP60,Peltigera,aphthosa,,2001
TRM1,2,PELCAN,PECA60,Peltigera,canina,,2001
TRM1,2,PELRET,PERE11,Peltigera,retifoveata,,2001
TRM1,4,PETFRI,PEFR5,Petasites,frigidus,,2001
TRM1,7,PICMAR,PIMA,Picea,mariana,,2001
TRM1,5,PLESCH,PLSC70,Pleurozium,schreberi,,2001
TRM1,1,POLALP,POAL11,Polygonum,alpinum,,2001
TRM1,2,POLCOM,POCO38,Polytrichum,commune,,2001
TRM1,2,RUBCHA,RUCH,Rubus,chamaemorus,,2001
TRM1,2,SALPUL,SAPU15,Salix,pulchra,,2001
TRM1,2,SPHANG,SPAN11,Sphagnum,angustifolium,,2001
TRM1,2,SPHCAP,SPCA70,Sphagnum,capillifolium,,2001
TRM1,4,SPHFUS,SPFU70,Sphagnum,fuscum,,2001
TRM1,5,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2001
TRM1,2,SPHMAG,SPMA70,Sphagnum,magellanicum,,2001
TRM1,2,SPHRUS,SPRU6,Sphagnum,russowii,,2001
TRM1,3,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2001
TRM1,2,SPISTE,SPST3,Spiraea,stevenii,,2001
TRM1,1,TOMNIT,TONI70,Tomentypnum,nitens,,2001
TRM1,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2001
TRM1,4,VACULI,VAUL,Vaccinium,uliginosum,,2001
TRM1,6,VACVIT,VAVI,Vaccinium,vitis-idaea,,2001
TRM2,2,ANAMIN,ANMI8,Anastrophyllum,minutum,,2013
TRM2,2,ARCLAT,ARLA2,Arctagrostis,latifolia,,2013
TRM2,2,AULPAL,AUPA70,Aulacomnium,palustre,,2013
TRM2,7,BETNAN,BENA,Betula,nana,,2013
TRM2,5,CAMPOL,CAPO17,Campylium,polygamum,,2013
TRM2,2,CARBIG,CABI5,Carex,bigelowii,,2013
TRM2,5,CHACAL,CHCA2,Chamaedaphne,calyculata,,2013
TRM2,2,CLADOSP,CLADO3,Cladonia,,,2013
TRM2,2,CLASTE,CLST60,Cladina,stellaris,,2013
TRM2,3,DICRASP,DICRA5,Dicranodontium,,,2013
TRM2,2,DICUND,DIUN8,Dicranum,undulatum,,2013
TRM2,5,ERIVAG,ERVA4,Eriophorum,vaginatum,,2013
TRM2,2,FISOSM,FIOS70,Fissidens,osmundioides,,2013
TRM2,5,HYLSPL,HYSP70,Hylocomium,splendens,,2013
TRM2,2,HYPPLI,HYPL70,Hypnum,plicatulum,,2013
TRM2,2,LARLAR,LALA,Larix,laricina,,2013
TRM2,3,LEDGRO,LEGR,Ledum,groenlandicum,,2013
TRM2,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2013
TRM2,2,LIMREV,LIRE13,Limprichtia,revolvens,,2013
TRM2,2,MYLANO,MYAN2,Mylia,anomala,,2013
TRM2,2,MYRGAL,MYGA,Myrica,gale,,2013
TRM2,2,PELAPH,PEAP60,Peltigera,aphthosa,,2013
TRM2,2,PELLEU,PELE61,Peltigera,leucophlebia,,2013
TRM2,2,PICGLA,PIGL,Picea,glauca,,2013
TRM2,2,PICMAR,PIMA,Picea,mariana,,2013
TRM2,2,PLATYSP,PLATY9,Platydictya,,,2013
TRM2,3,PLESCH,PLSC70,Pleurozium,schreberi,,2013
TRM2,2,RICCISP,RICCI,Riccia,,,2013
TRM2,2,RUBCHA,RUCH,Rubus,chamaemorus,,2013
TRM2,2,SALFUS,SAFU,Salix,fuscescens,,2013
TRM2,2,SALPUL,SAPU15,Salix,pulchra,,2013
TRM2,3,SANUNC,SAUN8,Sanionia,uncinata,,2013
TRM2,3,SPHFUS,SPFU70,Sphagnum,fuscum,,2013
TRM2,3,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2013
TRM2,2,SPHORI,SPOR4,Sphagnum,orientale,,2013
TRM2,2,SPHSQU,SPSQ70,Sphagnum,squarrosum,,2013
TRM2,5,VACULI,VAUL,Vaccinium,uliginosum,,2013
TRM2,1,VACVIT,VAVI,Vaccinium,vitis-idaea,,2013
TRM3,2,ANDPOL,ANPO,Andromeda,polifolia,,2013
TRM3,2,AULPAL,AUPA70,Aulacomnium,palustre,,2013
TRM3,3,AULTUR,AUTU70,Aulacomnium,turgidum,,2013
TRM3,3,BETNAN,BENA,Betula,nana,,2013
TRM3,2,CARBIG,CABI5,Carex,bigelowii,,2013
TRM3,2,CETISL,CEIS60,Cetraria,islandica,,2013
TRM3,2,CHACAL,CHCA2,Chamaedaphne,calyculata,,2013
TRM3,2,CLAAMA,CLAM60,Cladonia,amaurocraea,,2013
TRM3,3,CLADOSP,CLADO3,Cladonia,,,2013
TRM3,2,CLAMIT,CLMI60,Cladina,mitis,,2013
TRM3,3,CLASTE,CLST60,Cladina,stellaris,,2013
TRM3,2,DICRASP,DICRA5,Dicranodontium,,,2013
TRM3,2,DICUND,DIUN8,Dicranum,undulatum,,2013
TRM3,2,DITFLE,DIFL70,Ditrichum,flexicaule,,2013
TRM3,2,DROROT,DRRO,Drosera,rotundifolia,,2013
TRM3,2,ERIVAG,ERVA4,Eriophorum,vaginatum,,2013
TRM3,2,FLACUC,FLCU,Flavocetraria,cucullata,,2013
TRM3,2,HYLSPL,HYSP70,Hylocomium,splendens,,2013
TRM3,5,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2013
TRM3,2,PELLEU,PELE61,Peltigera,leucophlebia,,2013
TRM3,2,PELNEO,PENE12,Peltigera,neopolydactyla,,2013
TRM3,2,PELVEN,PEVE60,Peltigera,venosa,,2013
TRM3,2,PETFRI,PEFR5,Petasites,frigidus,,2013
TRM3,7,PICMAR,PIMA,Picea,mariana,,2013
TRM3,3,PLESCH,PLSC70,Pleurozium,schreberi,,2013
TRM3,2,POHLISP,POHLI2,Pohlia,,,2013
TRM3,2,POLYTSP,POLYT5,Polytrichum,,,2013
TRM3,3,SPHAGSP,SPHAG2,Sphagnum,,,2013
TRM3,3,SPHANG,SPAN11,Sphagnum,angustifolium,,2013
TRM3,2,SPHMAG,SPMA70,Sphagnum,magellanicum,,2013
TRM3,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2013
TRM3,3,VACULI,VAUL,Vaccinium,uliginosum,,2013
TRM3,5,VACVIT,VAVI,Vaccinium,vitis-idaea,,2013
TRM4,2,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2001
TRM4,2,AULPAL,AUPA70,Aulacomnium,palustre,,2001
TRM4,2,AULTUR,AUTU70,Aulacomnium,turgidum,,2001
TRM4,2,BETNAN,BENA,Betula,nana,,2001
TRM4,7,CARBIG,CABI5,Carex,bigelowii,,2001
TRM4,2,CETISL,CEIS60,Cetraria,islandica,,2001
TRM4,3,CLAARB,CLAR60,Cladina,arbuscula,,2001
TRM4,2,CLACOR,CLCO19,Cladonia,cornuta,,2001
TRM4,2,CLACRI,CLCR5,Cladonia,crispata,,2001
TRM4,2,CLADEF,CLDE60,Cladonia,deformis,,2001
TRM4,2,CLAGRA,CLGR13,Cladonia,gracilis,,2001
TRM4,3,CLARAN,CLRA60,Cladina,rangiferina,,2001
TRM4,2,CORCAN,COCA13,Cornus,Canadensis,,2001
TRM4,2,DICFLE,DIFUF2,Dicranum,fuscescens,var. flexicaule,2001
TRM4,2,EMPNIG,EMNI,Empetrum,nigrum,,2001
TRM4,4,EQUSYL,EQSY,Equisetum,sylvaticum,,2001
TRM4,2,ERIVAG,ERVA4,Eriophorum,vaginatum,,2001
TRM4,2,FLACUC,FLCU,Flavocetraria,cucullata,,2001
TRM4,2,GEOLIV,GELI2,Geocaulon,lividum,,2001
TRM4,3,HYLSPL,HYSP70,Hylocomium,splendens,,2001
TRM4,2,ICMERI,ICER,Icmadophila,ericetorum,,2001
TRM4,4,LEDGRO,LEGR,Ledum,groenlandicum,,2001
