Site,Core,Bag,Top_cm,Bottom_cm,Horizon1,Horizon2,SiteAge,BurnYear,AvgPithYear,Orientation,Date_processed,Date_sampled,Burned,Ice1,Ice2,Ice_cm,Macrofossil_bag,Roots,Color,Texture,BagID_A,BagID_B,Bag_mass_g,Wet_g,Dry_g,%SoilMoisture,Thickness_cm,Diameter_cm,Height_cm,Volume_cm3,BulkDensity_g/cm3,Comments
DC47,3,4,66.5,70.6,B,M,Young,2004,NA,Vertical,8/31/15 15:53,4/15/15,No,Bhl,Piv,0.9,NA,NA,2.5y 2.5/1,SiL,568,569,5.081,99.14,23.212,80.72,4.1,7.5,4,98.2,0.184543145,Buried organic. Half of this core looks mesic and half looks mineral with large ice structures. The types Split length wise down middle of the core. Organic side pictured here. 
DC47,3,4,70.6,74.1,B,M,Young,2004,NA,Vertical,8/31/15 16:12,4/15/15,No,Bhl,Piv,0.7,NA,NA,2.5y 2.5/1,SiL,570,571,5.029,82.677,23.683,75.98,3.5,7.5,3.8,78.6,0.237252502,Buried organic. Half of this core looks mesic and half looks mineral with large ice structures. The types Split length wise down middle of the core. Organic side pictured here. 
DC47,3,4,74.1,77.8,B,M,Young,2004,NA,Vertical,8/31/15 16:13,4/15/15,No,Piv,Onv,0,NA,NA,2.5y 2.5/1,SiL,572,573,5.025,89.179,26.269,74.76,3.7,7.5,3.9,85.9,0.247334189,Buried organic. Half of this core looks mesic and half looks mineral with large ice structures. The types Split length wise down middle of the core. Mineral side pictured here. 
DC47,3,4,77.8,79.8,B,M,Young,2004,NA,Vertical,8/31/15 16:13,4/15/15,No,Piv,Onv,0,NA,NA,2.5y 2.5/1,SiL,574,575,5.023,40.089,14.37,73.34,2,NA,NA,NA,NA,Buried organic. Half of this core looks mesic and half looks mineral with large ice structures. The types Split length wise down middle of the core. Mineral side pictured here. 
DC47,4,1,0,3,F,L,Young,2004,NA,Horizontal,9/3/15 14:25,4/15/15,No,Onv,NA,0,M92,3v,NA,NA,576,577,5.015,25.635,12.972,61.41,3,NA,NA,NA,NA,"Mostly fibric, some litter and green moss. "
DC47,4,2,3,5.9,F,NA,Young,2004,NA,NA,9/3/15 14:29,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,578,579,5.013,40.843,10.261,85.35,2.9,NA,NA,NA,NA,
DC47,4,2,5.9,8.5,M,NA,Young,2004,NA,NA,9/3/15 14:38,4/15/15,No,Onv,NA,0,M93,3v,NA,NA,580,581,5.002,58.015,11.97,86.86,2.6,7.5,3.6,54.5,0.127834397,
DC47,4,2,8.5,11.6,M,NA,Young,2004,NA,NA,9/3/15 14:39,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,582,583,5.007,73.523,16.057,83.87,3.1,7.5,3.9,72.0,0.153550123,
DC47,4,2,11.6,14.7,M,NA,Young,2004,NA,NA,9/3/15 14:40,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,584,585,5.008,71.215,17.212,81.57,3.1,7.5,3.8,69.6,0.175245703,
DC47,4,2,14.7,17.9,M,NA,Young,2004,NA,NA,9/3/15 14:41,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,586,587,4.988,72.159,17.411,81.51,3.2,7.5,3.5,64.7,0.192038118,
DC47,4,2,17.9,20.1,M,NA,Young,2004,NA,NA,9/3/15 14:42,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,588,589,5.067,38.784,11.374,81.29,2.2,NA,NA,NA,NA,
DC47,4,3,20.1,22.7,M,NA,Young,2004,NA,NA,9/3/15 14:55,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,590,591,5.022,46.862,17.431,70.34,2.6,NA,NA,NA,NA,
DC47,4,3,22.7,25.8,M,A,Young,2004,NA,Vertical,9/3/15 15:10,4/15/15,No,Onv,Pnv,0,M94,1v,2.5y 2.5/1,SiL,592,593,5.021,98.02,52.017,49.47,3.1,7.5,4,74.3,0.632643745,Mixed organic (mesic sedge peat inclusion) in a layer mineral. Mineral soil sub sampled for macro fossils. 
DC47,4,3,25.8,29,M,A,Young,2004,NA,Vertical,9/3/15 15:12,4/15/15,No,Onv,Pnv,0,NA,NA,2.5y 2.5/1,SiL,594,595,4.994,109.001,64.746,42.55,3.2,7.5,4,76.7,0.779224296,Mixed organic (mesic sedge peat) in a layer mineral
DC47,4,3,29,32.2,M,A,Young,2004,NA,Vertical,9/3/15 15:13,4/15/15,No,Onv,Pnv,0,NA,NA,2.5y 2.5/1,SiL,596,597,5.007,107.626,60.342,46.08,3.2,7.5,4,76.7,0.721622312,Mixed organic (mesic sedge peat) in a layer mineral
DC47,4,3,32.2,35.6,M,A,Young,2004,NA,Vertical,9/3/15 15:13,4/15/15,No,Onv,Pnv,0,NA,1v,2.5y 2.5/1,SiL,598,599,5.023,104.867,53.304,51.64,3.4,7.5,3.9,78.9,0.611711893,Mixed organic (mesic sedge peat) in a layer mineral
DC47,4,3,35.6,38.9,M,A,Young,2004,NA,Vertical,9/3/15 15:15,4/15/15,No,Onv,Pnv,0,NA,NA,2.5y 2.5/1,SiL,600,601,5.049,95.075,41.732,59.25,3.3,7.5,3.9,76.6,0.478851101,Mixed organic (mesic sedge peat) in a layer mineral
DC47,4,3,38.9,41.9,H,A,Young,2004,NA,Vertical,9/3/15 15:16,4/15/15,No,Lwv,Vf,0.1,M95,1v,2.5y 2.5/1,SiL,602,603,5.055,87.714,42.155,55.12,3,7.6,3.8,68.0,0.545212224,Mixed organic (humic) in a layer mineral. Humic sub sampled. 
DC47,4,3,41.9,44.6,H,A,Young,2004,NA,Vertical,9/3/15 15:18,4/15/15,No,Lwv,Vf,0.1,NA,NA,2.5y 2.5/1,SiL,604,605,5.029,59.956,28.559,57.16,2.7,NA,NA,NA,NA,Mixed organic (humic) in a layer mineral
DC47,4,4,44.6,46.8,H,A,Young,2004,NA,Vertical,9/3/15 15:42,4/15/15,No,Onv,Pnv,0,NA,NA,2.5y 2.5/1,SiL,606,607,5.005,44.342,20.269,61.20,2.2,NA,NA,NA,NA,Mixed organic (humic) in a layer mineral. Contains woody debris. 
DC47,4,4,46.8,49.5,H,A,Young,2004,NA,Vertical,9/3/15 15:59,4/15/15,No,Onv,Pnv,0,NA,NA,2.5y 2.5/1,SiL,608,609,5.014,75.878,36.158,56.05,2.7,7.5,3.9,62.7,0.496889948,Mixed organic (humic) in a layer mineral
DC47,4,4,49.5,52.5,H,A,Young,2004,NA,Vertical,9/3/15 16:00,4/15/15,No,Onv,Pnv,0,NA,NA,2.5y 2.5/1,SiL,610,611,5.018,91.238,49.95,47.89,3,7.5,3.8,67.4,0.666716754,Mixed organic (humic) in a layer mineral
DC47,4,4,52.5,55.6,H,A,Young,2004,NA,Vertical,9/3/15 16:02,4/15/15,No,Onv,Pnv,0,NA,NA,2.5y 2.5/1,SiL,612,613,5.058,105.728,63.785,41.66,3.1,7.5,4,74.3,0.790562371,Mixed organic (humic) in a layer mineral
DC47,4,4,55.6,58.5,H,A,Young,2004,NA,Vertical,9/3/15 16:03,4/15/15,No,Onv,Pnv,0,NA,NA,2.5y 2.5/1,SiL,614,615,5.055,103.523,63.855,40.29,2.9,7.5,3.9,67.3,0.873431625,Mixed organic (humic) in a layer mineral
DC47,4,4,58.5,61.7,B,NA,Young,2004,NA,NA,9/3/15 16:04,4/15/15,No,Pnv,Vif,0.1,M96,NA,2.5y 2.5/1,SiL,616,617,5.035,85.719,38.314,58.75,3.2,7.5,3.8,71.9,0.462942617,
DC47,4,4,61.7,65.2,B,NA,Young,2004,NA,NA,9/3/15 16:05,4/15/15,No,Bhc,Vif,0.5,NA,NA,2.5y 2.5/1,SiL,618,619,5.024,81.17,27.095,71.01,3.5,7.5,3.6,73.4,0.300792429,
DC47,4,4,65.2,68.7,B,NA,Young,2004,NA,NA,9/3/15 16:08,4/15/15,No,Bhc,Vif,0.5,NA,NA,2.5y 2.5/1,SiL,620,621,5.05,94.804,36.476,64.99,3.5,7.2,3.5,68.7,0.457227523,
DC47,4,4,68.7,70.6,B,NA,Young,2004,NA,NA,9/3/15 16:09,4/15/15,No,Bhc,Pnv,0.5,NA,NA,2.5y 2.5/1,SiL,622,623,5.044,37.027,13.76,72.75,1.9,NA,NA,NA,NA,
DC47,4,5,70.6,73.8,B,NA,Young,2004,NA,NA,9/3/15 16:46,4/15/15,No,Piv,NA,0,NA,NA,2.5y 2.5/1,SiL,624,625,5.009,62.75,23.656,67.71,3.2,NA,NA,NA,NA,
DC47,4,5,73.8,77.8,B,NA,Young,2004,NA,NA,9/3/15 16:47,4/15/15,No,Piv,NA,0,NA,NA,2.5y 2.5/1,SiL,626,627,5.026,83.191,31.401,66.26,4,NA,NA,NA,NA,
DC47,4,5,77.8,80.8,B,NA,Young,2004,NA,NA,9/3/15 16:48,4/15/15,No,Piv,NA,0,NA,NA,2.5y 2.5/1,SiL,628,629,5.047,82.266,29.938,67.77,3,7.4,3.7,64.5,0.385831574,
DC47,4,5,80.8,83.7,B,NA,Young,2004,NA,NA,9/3/15 16:49,4/15/15,No,Piv,NA,0,NA,NA,2.5y 2.5/1,SiL,630,631,5.036,79.858,29.464,67.35,2.9,7.5,3.8,65.1,0.374970228,
DC47,4,5,83.7,87.2,B,M,Young,2004,NA,Vertical,9/3/15 16:50,4/15/15,No,Piv,Onv,0,NA,NA,2.5y 2.5/1,SiL,632,633,5.048,73.494,23.009,73.76,3.5,7.5,3.4,68.1,0.263595517,Buried mesic too. 
DC47,4,5,87.2,89.2,B,M,Young,2004,NA,Vertical,9/3/15 16:50,4/15/15,No,Piv,Onv,0,NA,NA,2.5y 2.5/1,SiL,634,635,5.063,49.626,21.787,62.47,2,NA,NA,NA,NA,Mixed mesic organic. 
DC47,5,1,0,2,LT,NA,Young,2004,NA,NA,9/9/15 14:34,4/15/15,Yes,Onv,NA,0,M97,3v,NA,NA,636,637,5.044,8.63,6.347,63.66,2,NA,NA,NA,NA,
DC47,5,2,2,3.8,M,NA,Young,2004,NA,NA,9/9/15 14:38,4/15/15,No,Onv,NA,0,M98,2v,NA,NA,638,639,5.032,29.446,8.227,86.91,1.8,NA,NA,NA,NA,
DC47,5,2,3.8,7,M,NA,Young,2004,NA,NA,9/9/15 14:48,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,640,641,5.022,63.668,12.971,86.45,3.2,7.5,3.5,64.7,0.122877807,
DC47,5,2,7,9.9,M,NA,Young,2004,NA,NA,9/9/15 14:49,4/15/15,No,Onv,NA,0,M99,3v,NA,NA,642,643,5.03,60.509,13.505,84.72,2.9,7.5,3.4,56.5,0.150112639,Lots of rubus roots through out this core. Contains woody debris that was sub sampled. 
DC47,5,2,9.9,13.2,M,NA,Young,2004,NA,NA,9/9/15 14:50,4/15/15,No,Onv,NA,0,M100,2v,NA,NA,644,645,5.06,67.759,16.613,81.57,3.3,7.5,3.4,64.2,0.179827615,"Huge pieces of wood, sub sampled. "
DC47,5,2,13.2,15.8,M,NA,Young,2004,NA,NA,9/9/15 14:51,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,646,647,5.043,63.441,16.18,80.93,2.6,7.6,3.7,57.0,0.195392117,
DC47,5,2,15.8,19.1,M,NA,Young,2004,NA,NA,9/9/15 14:51,4/15/15,No,Onv,NA,0,M101,1v,NA,NA,648,649,5.069,70.359,18.213,79.87,3.3,7.6,3.6,69.8,0.188207254,Contains woody debris that was sub sampled. 
DC47,5,2,19.1,20.8,M,NA,Young,2004,NA,NA,9/9/15 14:52,4/15/15,No,Onv,NA,0,M102,NA,NA,NA,650,651,5.094,35.349,11.564,78.62,1.7,NA,NA,NA,NA,"Contains woody debris, sub sampled. Please note that all of the wood sub samples in this core come from distinct wood chunks. "
DC47,5,3,20.8,22.9,M,NA,Young,2004,NA,NA,9/9/15 15:09,4/15/15,No,Onv,NA,0,M103,1v,NA,NA,652,653,5.092,32.715,11.066,78.37,2.1,NA,NA,NA,NA,"Wood debris sub sampled. Still has some live roots, distinctly rubus. "
DC47,5,3,22.9,25.9,M,NA,Young,2004,NA,NA,9/9/15 15:35,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,654,655,5.026,69.651,18.438,79.25,3,7.5,3.7,65.1,0.205885503,Lots of dead rubus roots. 
DC47,5,3,25.9,28.7,M,NA,Young,2004,NA,NA,9/9/15 15:36,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,656,657,5.033,67.154,18.71,77.98,2.8,7.7,3.8,64.1,0.213320514,
DC47,5,3,28.7,31.9,M,NA,Young,2004,NA,NA,9/9/15 15:37,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,658,659,5.036,75.652,20.761,77.73,3.2,7.6,3.8,72.6,0.216647462,
DC47,5,3,31.9,35.2,M,NA,Young,2004,NA,NA,9/9/15 15:38,4/15/15,No,Onv,NA,0,M104,NA,NA,NA,660,661,5.063,76.012,20.97,77.58,3.3,7.6,3.8,74.9,0.212513866,Woody debris sub sampled. 
DC47,5,3,35.2,38.6,M,NA,Young,2004,NA,NA,9/9/15 15:39,4/15/15,No,Onv,NA,0,M105,NA,NA,NA,662,663,5.048,74.571,20.986,77.08,3.4,7.5,3.9,78.9,0.201931695,Woody debris sub sampled. 
DC47,5,3,38.6,42.2,M,NA,Young,2004,NA,NA,9/9/15 15:40,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,664,665,5.035,83.302,21.815,78.56,3.6,7.5,3.8,80.9,0.207489598,
DC47,5,3,42.2,45.7,M,NA,Young,2004,NA,NA,9/9/15 15:41,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,666,667,5.016,82.589,21.896,78.24,3.5,7.5,3.9,81.2,0.207756195,
DC47,5,3,45.7,48.9,M,NA,Young,2004,NA,NA,9/9/15 15:42,4/15/15,No,Onv,NA,0,M106,NA,NA,NA,668,669,5.02,74.243,17.531,81.93,3.2,7.5,4,76.7,0.163155629,Woody debris sub sampled
DC47,5,3,48.9,52.1,M,NA,Young,2004,NA,NA,9/9/15 15:43,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,670,671,5.008,73.58,16.56,83.15,3.2,7.5,3.8,71.9,0.160699333,
DC47,5,3,52.1,55.2,M,NA,Young,2004,NA,NA,9/9/15 15:44,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,672,673,4.997,73.459,15.918,84.05,3.1,7.5,3.9,72.0,0.151757547,
DC47,5,3,55.2,58.4,M,NA,Young,2004,NA,NA,9/9/15 15:45,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,674,675,5.007,73.726,16.499,83.28,3.2,7.5,3.9,74.3,0.154701749,
DC47,5,3,58.4,62,M,NA,Young,2004,NA,NA,9/9/15 15:46,4/15/15,No,Onv,NA,0,M107,NA,NA,NA,676,677,5.02,75.621,14.108,87.13,3.6,7.5,3.8,80.9,0.112375773,Woody debris sub sampled. 
DC47,5,3,62,65.1,M,NA,Young,2004,NA,NA,9/9/15 15:47,4/15/15,No,Onv,NA,0,M108,NA,NA,NA,678,679,5.032,70.784,18.559,79.43,3.1,7.5,3.7,67.3,0.200952435,Woody debris sub sampled
DC47,5,3,65.1,68.6,M,NA,Young,2004,NA,NA,9/9/15 15:48,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,680,681,5.007,81.307,19.561,80.93,3.5,7.5,3.9,81.2,0.179128179,
DC47,5,3,68.6,71.4,M,B,Young,2004,NA,Vertical,9/9/15 16:38,4/15/15,No,Onv,Bwc,0.4,M110,NA,2.5y 3/1,SiL,682,683,5.036,63.083,19.405,75.25,2.6,7.5,3.9,60.4,0.238068964,"Part mineral Bwc thickness 0.4, part mesic sedge peat. "
DC47,5,3,71.4,74.2,M,B,Young,2004,NA,Vertical,9/9/15 16:47,4/15/15,No,Onv,Bwl,0.7,NA,NA,2.5y 2.5/1,SiL,684,685,5.028,72.185,26.28,68.35,2.8,7.5,3.8,62.9,0.337869235,"Part mineral Bwl thickness 0.7, part mesic sedge peat. "
DC47,5,3,74.2,75.7,M,B,Young,2004,NA,Vertical,9/9/15 16:48,4/15/15,No,Onv,Bwe,1.2,NA,NA,2.5y 2.5/1,SiL,686,687,4.974,35.896,14.027,70.72,1.5,NA,NA,NA,NA,"Part mineral Bwe thickness 1.2, part mesic sedge peat. "
DC47,5,4,75.7,77.7,B,M,Young,2004,NA,Vertical,9/9/15 16:48,4/15/15,No,Bwe,NA,2,NA,NA,2.5y 2.5/1,SiL,688,689,5.043,42.024,16.795,68.22,2,NA,NA,NA,NA,Tiny bit of mesic sedge peat. 
DC47,5,5,77.7,79.7,B,NA,Young,2004,NA,NA,9/9/15 17:08,4/15/15,No,Vim,Pnv,0.2,NA,NA,2.5y 2.5/1,SiL,690,691,5.017,40.677,17.484,65.04,2,NA,NA,NA,NA,
DC47,5,5,79.7,82.8,B,M,Young,2004,NA,Vertical,9/9/15 17:17,4/15/15,No,Bhe,Vim,1.1,M109,NA,2.5y 2.5/1,SiL,692,693,5.017,84.95,32.377,65.77,3.1,7.4,4,73.5,0.372055189,"Mineral Containing a lump of mesic peat,sub sampled. "
DC47,5,5,82.8,86.3,B,NA,Young,2004,NA,NA,9/9/15 17:19,4/15/15,No,Vim,Pnv,0.2,NA,NA,2.5y 2.5/1,SiL,694,695,5.037,99.311,44.239,58.42,3.5,7.4,4,83.0,0.472164299,
DC47,5,5,86.3,88.2,B,NA,Young,2004,NA,NA,9/9/15 17:20,4/15/15,No,Bhl,Vim,0.7,NA,NA,2.5y 2.5/1,SiL,696,697,5.051,42.385,17.308,67.17,1.9,NA,NA,NA,NA,
DC49,1,1,0,2,LT,NA,Young,2004,NA,NA,9/22/15 4:42,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,996,997,4.955,17.711,6.329,89.23,2,NA,NA,NA,NA,
DC49,1,2,2,3.6,F,NA,Young,2004,NA,NA,9/22/15 4:49,4/15/15,No,Onv,NA,0,M137,3v,NA,NA,998,999,4.979,20.959,6.953,87.65,1.6,NA,NA,NA,NA,
DC49,1,2,3.6,6.8,M,NA,Young,2004,NA,NA,9/22/15 4:50,4/15/15,No,Onv,NA,0,M138,3v,NA,NA,1000,1001,4.945,68.536,12.767,87.70,3.2,7.2,3.8,69.7,0.112143861,
DC49,1,2,6.8,9.9,M,NA,Young,2004,NA,NA,9/22/15 4:53,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,1002,1003,4.984,66.509,14.845,83.97,3.1,7.3,3.6,63.7,0.154701691,
DC49,1,2,9.9,13.2,M,NA,Young,2004,NA,NA,9/22/15 4:56,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,1004,1005,4.988,72.799,17.146,82.07,3.3,7.4,3.7,71.0,0.171326631,
DC49,1,2,13.2,16.4,M,NA,Young,2004,NA,NA,9/22/15 4:58,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,1006,1007,4.975,72.279,17.253,81.76,3.2,7.3,3.7,68.1,0.180203313,
DC49,1,2,16.4,19.4,M,NA,Young,2004,NA,NA,9/22/15 5:00,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,1008,1009,4.936,68.579,18.549,78.61,3,7.2,3.8,65.4,0.208180603,
DC49,1,2,19.4,22.3,M,NA,Young,2004,NA,NA,9/22/15 5:02,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,1010,1011,4.925,52.888,17.079,74.66,2.9,NA,NA,NA,NA,
DC49,1,3,22.3,23.7,A,NA,Young,2004,NA,NA,9/22/15 5:18,4/15/15,No,Lhf,NA,0,M139,1v,2.5 3/2,SiCL,1012,1013,4.944,30.222,22.105,32.11,1.4,NA,NA,NA,NA,
DC49,1,3,23.7,26.9,B,NA,Young,2004,NA,NA,9/22/15 5:22,4/15/15,No,Lhf,NA,0,NA,1v,2.5y 3/2,SiCL,1014,1015,4.91,103.102,75.435,28.18,3.2,NA,NA,NA,NA,Core misshapen. No bulk d.
DC49,1,3,26.9,30.1,B,NA,Young,2004,NA,NA,9/22/15 5:25,4/15/15,No,Lhf,NA,0,NA,1v,2.5y 3/2,SiCL,1016,1017,4.886,117.649,86.644,27.50,3.2,NA,NA,NA,NA,Core misshapen. No bulk d.
DC49,1,3,30.1,33.2,B,NA,Young,2004,NA,NA,9/22/15 5:27,4/15/15,No,Lhf,NA,0,NA,1v,5y 3/1,SiC,1018,1019,4.919,123.885,91.101,27.56,3.1,NA,NA,NA,NA,Core misshapen. No bulk d.
DC49,1,3,33.2,36.5,B,NA,Young,2004,NA,NA,9/22/15 5:29,4/15/15,No,Lhf,NA,0,NA,1v,5y 3/1,SiC,1020,1021,4.92,117.267,83.79,29.80,3.3,7.2,3.6,67.2,1.174013315,
DC49,1,3,36.5,39.5,B,NA,Young,2004,NA,NA,9/22/15 5:31,4/15/15,No,Lhf,NA,0,NA,1v,5y 3/1,SiC,1022,1023,4.885,96.647,69.424,29.67,3,7.2,3.3,54.6,1.182031473,
DC49,1,3,39.5,42.2,A,NA,Young,2004,NA,NA,9/22/15 5:37,4/15/15,No,Lhf,NA,0,NA,1v,2.5y 3/2,SiC,1024,1025,4.866,84.608,57.169,34.41,2.7,7.265,3.7,57.3,0.913012465,
DC49,1,3,42.2,45.2,B,NA,Young,2004,NA,NA,9/22/15 5:38,4/15/15,No,Pnf,NA,0,NA,1v,2.5y 3/1,SiC,1026,1027,4.884,98.622,72.367,28.01,3,7.266,3.3,54.9,1.228106903,
DC49,1,3,45.2,48.4,B,NA,Young,2004,NA,NA,9/22/15 5:40,4/15/15,No,Pnf,NA,0,NA,1v,2.5y 3/1,SiC,1028,1029,4.989,110.472,82.631,26.39,3.2,7.266,3.9,72.5,1.0702403,
DC49,1,3,48.4,52.6,B,NA,Young,2004,NA,NA,9/22/15 5:44,4/15/15,No,Pnf,NA,0,NA,NA,2.5y 3/2,SiCL,1030,1031,4.986,86.337,64.049,27.40,4.2,NA,NA,NA,NA,
DC49,2,1,0,1.9,F,L,Young,2004,NA,Horizontal,9/18/15 14:38,4/15/15,No,Onv,NA,0,M128,3v,NA,NA,930,931,5.105,22.744,7.395,87.02,1.9,NA,NA,NA,NA,Tiny bit of live moss
DC49,2,1,1.9,4.6,M,NA,Young,2004,NA,NA,9/18/15 15:31,4/15/15,No,Onv,NA,0,M129,3v,NA,NA,932,933,5.126,65.59,12.863,87.20,2.7,7.3,3.9,61.4,0.125955684,
DC49,2,1,4.6,7.2,M,NA,Young,2004,NA,NA,9/18/15 15:32,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,934,935,5.112,61.816,13.92,84.47,2.6,7.4,3.9,59.8,0.147396835,
DC49,2,1,7.2,10.8,M,NA,Young,2004,NA,NA,9/18/15 15:33,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,936,937,5.075,82.756,19.358,81.61,3.6,7.4,4,85.4,0.167251454,
DC49,2,1,10.8,14.5,M,A,Young,2004,NA,Horizontal,9/18/15 15:33,4/15/15,No,Onv,Pnv,0,M130,2v,NA,NA,938,939,5.036,54.483,25.415,58.79,3.7,NA,NA,NA,NA,"Mostly mesic with some A layer mineral, sub sampled for macrofossils. "
DC49,2,2,14.5,17.7,A,NA,Young,2004,NA,NA,9/18/15 15:41,4/15/15,No,Lwm,Pnv,0.2,NA,1v,2.5y 4/3,SiCL,940,941,5.043,40.691,24.411,45.67,3.2,NA,NA,NA,NA,
DC49,2,2,17.7,21.4,B,NA,Young,2004,NA,NA,9/18/15 16:33,4/15/15,No,Lwm,Pnv,0.2,M131,1v,2.5y 4/3,SiCL,942,943,5.055,113.475,75.421,35.10,3.7,NA,NA,NA,NA,
DC49,2,2,21.4,26,B,NA,Young,2004,NA,NA,9/18/15 16:34,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiCL,944,945,5.053,162.677,117.504,28.66,4.6,NA,NA,NA,NA,
DC49,2,2,26,30.6,B,NA,Young,2004,NA,NA,9/18/15 16:35,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiCL,946,947,5.018,193.82,150.049,23.18,4.6,NA,NA,NA,NA,
DC49,2,2,30.6,34.4,B,NA,Young,2004,NA,NA,9/18/15 16:36,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiC,948,949,5.025,132.614,99.837,25.69,3.8,7.3,3.8,83.7,1.133001104,
DC49,2,2,34.4,38.3,B,NA,Young,2004,NA,NA,9/18/15 16:37,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiC,950,951,5.042,150.282,117.122,22.83,3.9,7.4,3.6,81.0,1.384032829,
DC49,2,2,38.3,42.3,B,NA,Young,2004,NA,NA,9/18/15 16:37,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiC,952,953,5.029,148.228,116.485,22.17,4,7.2,3.7,84.3,1.321982942,
DC49,2,2,42.3,46.2,B,NA,Young,2004,NA,NA,9/18/15 16:39,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiC,954,955,5.06,155.743,124.62,20.65,3.9,NA,NA,NA,NA,Break
DC49,2,2,46.2,49.6,B,NA,Young,2004,NA,NA,9/18/15 16:40,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiC,956,957,5.017,145.416,115.483,21.32,3.4,NA,NA,NA,NA,Break
DC49,2,2,49.6,52.7,B,NA,Young,2004,NA,NA,9/18/15 16:41,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiC,958,959,5.005,116.327,94.333,19.76,3.1,7.4,3.4,59.8,1.494064753,All of the roots in the mineral soil of this core are rubus. 
DC49,2,2,52.7,56.2,B,NA,Young,2004,NA,NA,9/18/15 16:41,4/15/15,No,Lwv,Pnv,0,NA,1v,2.5y 4/2,SiC,960,961,5.032,138.339,112.131,19.66,3.5,7.4,3.7,75.3,1.422964437,
DC49,2,2,56.2,59.9,B,NA,Young,2004,NA,NA,9/18/15 16:42,4/15/15,No,Pnv,NA,0,NA,1v,2.5y 4/2,SiC,962,963,4.972,154.767,123.392,20.95,3.7,7.4,3.7,79.6,1.488332645,
DC49,2,2,59.9,63.3,B,NA,Young,2004,NA,NA,9/18/15 16:42,4/15/15,No,Pnv,NA,0,NA,NA,2.5y 4/2,SiC,964,965,4.984,132.528,105.585,21.12,3.4,NA,NA,NA,NA,
DC49,3,1,0,1.2,F,NA,Young,2004,NA,NA,9/22/15 1:44,4/15/15,No,Onv,NA,0,M132,1v,NA,NA,966,967,5.006,18.43,6.894,85.94,1.2,NA,NA,NA,NA,
DC49,3,1,1.2,3.5,F,NA,Young,2004,NA,NA,9/22/15 1:45,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,968,969,5.053,38.662,9.375,87.14,2.3,NA,NA,NA,NA,
DC49,3,2,3.5,4.6,M,NA,Young,2004,NA,NA,9/22/15 1:45,4/15/15,No,Onv,NA,0,M133,3v,NA,NA,970,971,5.003,14.32,6.168,87.50,1.1,NA,NA,NA,NA,
DC49,3,2,4.6,7.3,H,NA,Young,2004,NA,NA,9/22/15 1:45,4/15/15,No,Onv,NA,0,M134,3v,NA,NA,972,973,4.999,61.475,12.349,86.99,2.7,7.4,4.2,68.0,0.108055095,
DC49,3,2,7.3,10.3,H,NA,Young,2004,NA,NA,9/22/15 1:45,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,974,975,4.989,75.215,17.029,82.86,3,7.4,4.1,73.4,0.164087966,
DC49,3,2,10.3,13.1,H,NA,Young,2004,NA,NA,9/22/15 1:45,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,976,977,5.071,76.088,19.207,80.09,2.8,7.3,4.2,69.8,0.202536794,
DC49,3,2,13.1,16.9,H,NA,Young,2004,NA,NA,9/22/15 1:45,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,978,979,5.06,98.459,27.964,75.48,3.8,7.572,4.2,97.4,0.235039889,
